1 44 0.003931 1965.142075 71 0.002661 1654.399117
1 74 0.000261 1691.790899 71 0.002661 1654.399117
1 75 0.005271 1702.343757 71 0.002661 1654.399117
1 23 0.003921 7169.259868 71 0.002661 1654.399117
1 48 0.012231 58246.215400 71 0.002661 1654.399117
1 43 0.006521 54765.068041 71 0.002661 1654.399117
1 43 0.004771 71700.891259 71 0.002661 1654.399117
1 26 0.006331 18992.699591 71 0.002661 1654.399117
1 22 0.013221 9179.214579 71 0.002661 1654.399117
1 25 0.007021 13887.620810 71 0.002661 1654.399117
1 41 0.010271 78164.872129 71 0.002661 1654.399117
1 55 0.010091 22661.700501 71 0.002661 1654.399117
1 54 0.006931 28833.750647 71 0.002661 1654.399117
1 41 0.008071 76126.290977 71 0.002661 1654.399117
1 45 0.003561 53513.121515 71 0.002661 1654.399117
1 23 0.004001 34308.315218 71 0.002661 1654.399117
1 58 0.010341 17048.776196 71 0.002661 1654.399117
1 44 0.002731 85036.765372 71 0.002661 1654.399117
1 24 0.004771 11466.005797 71 0.002661 1654.399117
1 54 0.005591 26178.500083 71 0.002661 1654.399117
1 29 0.010801 12703.985190 71 0.002661 1654.399117
1 84 0.006401 13450.805332 71 0.002661 1654.399117
1 23 0.013201 9263.913381 71 0.002661 1654.399117
1 85 0.000741 12960.753545 71 0.002661 1654.399117
1 80 0.013581 1757.111747 71 0.002661 1654.399117
1 61 0.000651 1533.188053 71 0.002661 1654.399117
1 65 0.014371 29546.620881 71 0.002661 1654.399117
1 75 0.014921 1407.905217 71 0.002661 1654.399117
1 53 0.014511 133189.082881 71 0.002661 1654.399117
1 62 0.010811 12838.591159 71 0.002661 1654.399117
1 35 0.008361 21501.992108 71 0.002661 1654.399117
1 97 0.010211 12151.391570 71 0.002661 1654.399117
1 40 0.004021 148240.118592 71 0.002661 1654.399117
1 88 0.004311 17493.844106 71 0.002661 1654.399117
1 66 0.004341 1594.372924 71 0.002661 1654.399117
