50,3905749.246895,-84027.335726,52870436.571429,46.481888
51,3822781.014096,-81991.876050,64224151.510204,46.623900
52,3689114.612020,-79574.575562,75286841.469388,46.360469
53,3517687.834695,-76788.688007,85990191.020408,45.809974
54,3341092.847708,-73651.067562,96311504.979592,45.363807
55,3177913.188941,-70179.212152,106200899.918367,45.282828
56,3018433.933111,-66389.530253,115580133.877551,45.465511
57,2843113.277885,-62298.144154,124455497.142857,45.637207
58,2645828.018295,-57922.636205,132746616.163265,45.678653
59,2433141.392628,-53282.670629,140433219.918367,45.664779
60,2206168.840200,-48399.504039,147476020.244898,45.582468
61,1955351.649429,-43295.921865,153841914.775510,45.162490
62,1676701.621019,-37997.045546,159480602.122449,44.127158
63,1384494.208113,-32530.616359,164377474.612245,42.559729
64,1102279.050042,-26925.650383,168524256.653061,40.937880
65,845537.651094,-21210.237254,171896518.530612,39.864601
66,614392.906891,-15410.051813,174471815.836735,39.869620
67,396845.640528,-9548.311909,176236982.857143,41.561864
68,176575.435734,-3646.911989,177198330.775510,48.417795
69,-59211.636527,2272.013571,177326769.632653,26.061304
70,-317697.565733,8184.827307,176641232.979592,38.815427
71,-601067.372595,14065.659196,175139819.102041,42.732969
72,-899775.239023,19886.247670,172836299.755102,45.246104
73,-1186435.824719,25616.957065,169721751.510204,46.314471
74,-1431837.053334,31229.380553,165826873.469388,45.849038
75,-1636473.632073,36698.978104,161174151.836735,44.591804
76,-1837326.269507,42004.960029,155772154.775510,43.740698
77,-2070920.464150,47126.915967,149641111.510204,43.943475
78,-2332079.299953,52041.533275,142838177.959184,44.811887
79,-2581798.545993,56723.046111,135386759.836735,45.515866
80,-2796746.288371,61146.689591,127297013.551020,45.738311
81,-2993871.000056,65290.809973,118630086.530612,45.854401
82,-3196013.553963,69135.482500,109422968.163265,46.228267
83,-3389431.463279,72660.613882,99700527.020408,46.647438
84,-3536631.098038,75847.201270,89542885.877551,46.628366
85,-3628679.207874,78680.609433,78962562.612245,46.119104
86,-3705336.573938,81151.281518,68027977.142857,45.659619
87,-3813088.113351,83251.137645,56781531.428571,45.802234
88,-3951098.173021,84969.409738,45278688.653061,46.500243
89,-4071344.786252,86292.723519,33582832.326531,47.180627
90,-4132101.072689,87209.422068,21726605.061224,47.381361
91,-4138967.633767,87713.373899,9767768.816327,47.187418
92,-4127527.024171,87803.572441,-2229310.693878,47.008646
93,-4116423.150326,87480.998520,-14220643.265306,47.055054
94,-4090223.401544,86746.904629,-26142594.612245,47.151232
95,-4025339.355377,85604.121484,-37940307.591837,47.022728
96,-3919040.386007,84059.158861,-49559196.734694,46.622408
97,-3788328.886277,82122.494857,-60960391.836735,46.130222
98,-3650366.903084,79807.053774,-72082870.857143,45.739903
99,-3513415.082931,77126.565973,-82876604.081633,45.553890
100,-3380449.034735,74094.700548,-93279336.489796,45.623358
101,-3246388.833513,70724.792056,-103274475.102041,45.901709
102,-3092109.076271,67030.412361,-112783297.306122,46.129943
103,-2898699.210357,63027.160049,-121780265.795918,45.991271
104,-2671865.563332,58734.326709,-130216333.061224,45.490699
105,-2437861.577326,54174.361386,-138053548.408163,45.000283
106,-2213490.305227,49370.518201,-145248673.959184,44.834253
107,-1992728.011274,44345.293033,-151790090.448980,44.936630
108,-1762530.524652,39120.879295,-157621289.795918,45.053449
109,-1520421.637993,33720.316560,-162708271.020408,45.089186
110,-1273665.911266,28167.748517,-167055966.040816,45.217171
111,-1025694.891510,22487.817621,-170635013.224490,45.611135
112,-767067.438624,16705.403194,-173433793.306122,45.917326
113,-483412.739464,10846.497366,-175432599.510204,44.568557
114,-175257.696687,4939.466265,-176598768.326531,35.481100
115,132238.911305,-985.091402,-176944817.632653,134.240245
116,404445.650098,-6896.727544,-176475449.469388,58.643124
117,624667.886209,-12768.367334,-175199336.489796,48.923082
118,809014.459459,-18577.850366,-173119634.285714,43.547259
119,997787.639822,-24306.394279,-170222717.387755,41.050418
120,1229068.314468,-29934.791596,-166536317.387755,41.058188
121,1511169.897097,-35439.841682,-162091425.959184,42.640425
122,1815960.608087,-40793.578845,-156913183.346939,44.515844
123,2099992.749423,-45965.899987,-150998893.714286,45.685883
124,2334797.752519,-50928.646785,-144394281.795918,45.844488
125,2524492.600539,-55658.302877,-137120538.122449,45.356981
126,2701566.585852,-60135.615932,-129216240.326531,44.924568
127,2899763.915527,-64342.581512,-120719840.653061,45.067572
128,3121615.060106,-68259.356896,-111633449.795918,45.731680
129,3335000.265223,-71864.040105,-102087262.040816,46.407080
130,3504490.356110,-75135.602367,-92066293.551020,46.642207
131,3622445.326791,-78057.159550,-81613510.530612,46.407599
132,3712790.095893,-80616.707047,-70795556.571429,46.054847
133,3809320.786588,-82804.913998,-59660329.795918,46.003559
134,3923908.239331,-84612.020657,-48247160.163265,46.375305
135,4031459.993463,-86026.787840,-36621500.081633,46.862845
136,4092351.560053,-87038.810490,-24817225.142857,47.017549
137,4093445.101852,-87642.116374,-12911407.020408,46.706370
138,4063082.698189,-87836.345591,-960261.224490,46.257420
139,4041008.107220,-87624.181443,11002671.020408,46.117499
140,4033909.506221,-87007.771637,22919251.591837,46.362634
141,4008151.473703,-85988.127435,34716713.795918,46.612848
142,3932768.175538,-84568.103961,46354954.448980,46.504155
143,3821226.544093,-82755.119099,57780621.061224,46.175108
144,3714607.944889,-80559.956558,68943203.265306,46.109855
145,3626606.002112,-77993.155761,79799818.448980,46.499029
146,3526370.796096,-75063.794435,90298284.408163,46.978318
147,3376855.844722,-71782.220334,100377182.040816,47.043068
148,3167230.763685,-68163.470325,110008090.122449,46.465222
149,2908574.265988,-64228.411870,119122923.102041,45.284854
150,2628831.856913,-60002.681660,127690187.755102,43.811906
151,2374035.496067,-55513.856071,135666625.306122,42.764738
152,2176809.907679,-50787.119823,143023689.142857,42.861456
153,2014627.887668,-45842.393494,149723344.979592,43.946830
154,1831674.316152,-40696.394640,155717025.959184,45.008270
155,1603867.649267,-35367.623823,161005191.836735,45.348471
156,1349736.777604,-29878.681862,165557874.938775,45.173906
157,1084737.362803,-24254.845775,169335703.510204,44.722501
158,805787.161816,-18522.658870,172330192.979592,43.502780
159,521565.126326,-12709.948364,174535784.489796,41.035975
160,259671.106986,-6844.886039,175933544.489796,37.936513
161,28305.089577,-953.581496,176513295.673469,29.682927
162,-204074.972291,4940.545694,176271631.673469,41.306160
163,-469441.608831,10813.967892,175219001.469388,43.410672
164,-755399.053374,16640.259973,173367191.510204,45.395868
165,-1020405.302312,22391.197887,170720882.938775,45.571716
166,-1244041.230857,28040.459036,167268184.816326,44.365937
167,-1445219.245420,33565.509640,163040945.632653,43.056675
168,-1658540.843829,38945.931235,158057618.285714,42.585728
169,-1907170.210352,44160.194877,152354105.469388,43.187541
170,-2191933.434732,49183.430003,145952141.061224,44.566502
171,-2489721.238333,53987.355659,138868025.469388,46.116747
172,-2761735.494354,58542.527121,131101006.367347,47.174860
173,-2976527.206809,62822.014905,122747235.265306,47.380321
174,-3130116.182759,66804.370944,113822490.122449,46.854961
175,-3243407.193430,70474.055346,104373080.816327,46.022713
176,-3348489.488076,73819.468042,94454198.857143,45.360520
177,-3477402.486289,76829.825555,84103376.979592,45.261101
178,-3642722.534843,79492.120659,73398836.244898,45.824951
179,-3817408.380131,81790.053146,62309605.877551,46.673260
180,-3950576.264156,83706.602916,50958336.000000,47.195515
181,-4016467.377968,85228.679331,39386028.408163,47.125773
182,-4037060.944242,86349.492904,27620811.755102,46.752573
183,-4048795.868268,87066.660277,15744501.551020,46.502253
184,-4062226.462761,87378.923569,3787128.163265,46.489775
185,-4066642.914219,87285.044154,-8188342.857143,46.590375
186,-4057925.538037,86784.614377,-20112948.244898,46.758582
187,-4039167.975288,85878.468715,-31949197.061224,47.033535
188,-4001013.901023,84568.563047,-43647728.326531,47.310889
189,-3926607.139885,82858.868375,-55140519.183673,47.389099
190,-3819917.098987,80756.795137,-66368971.755102,47.301494
191,-3710096.309801,78272.752023,-77309325.061224,47.399589
192,-3616290.356401,75417.544840,-87930169.469388,47.950253
193,-3514028.029637,72200.763378,-98108583.183673,48.670234
194,-3347435.179367,68633.125220,-107828432.979592,48.772880
195,-3083077.712595,64731.588479,-117047985.632653,47.628643
196,-2750542.065016,60522.331723,-125741369.469388,45.446730
197,-2420410.381446,56037.990215,-133857802.448980,43.192312
198,-2143155.900274,51311.142630,-141341904.979592,41.767846
199,-1918710.586885,46369.526963,-148170271.346939,41.378697
200,-1718221.475386,41235.843955,-154323842.612245,41.668153
201,-1517072.051845,35930.351349,-159763936.653061,42.222578
202,-1305433.215176,30473.242583,-164470198.857143,42.838671
203,-1082777.706107,24885.684060,-168411156.897959,43.510064
204,-852938.158557,19189.907890,-171576884.244898,44.447225
205,-619392.094302,13408.864701,-173923704.163265,46.192732
206,-376911.068120,7565.952143,-175467331.918367,49.816740
207,-112436.155733,1685.536871,-176198885.877551,66.706435
208,175109.403900,-4205.916117,-176109108.244898,41.634069
209,459389.597237,-10079.880323,-175215824.979592,45.574906
210,705237.723159,-15908.239983,-173489172.897959,44.331599
211,908228.234497,-21666.455978,-170964574.040816,41.918634
212,1112663.731883,-27333.847716,-167652393.795918,40.706444
213,1382955.079241,-32889.405000,-163555453.387755,42.048650
214,1738541.342479,-38305.912085,-158696656.979592,45.385718
215,2106867.493842,-43548.434255,-153103046.530612,48.379868
216,2369519.223352,-48581.186684,-146814516.244898,48.774420
217,2485866.934320,-53378.272283,-139854931.591837,46.570764
218,2548743.763975,-57927.233141,-132233780.244898,43.999059
219,2685064.268156,-62220.657674,-124003620.571429,43.153904
220,2922729.808315,-66244.681445,-115189007.673469,44.120218
221,3186399.169225,-69976.218686,-105910313.795918,45.535458
222,3401513.112319,-73389.555739,-96123297.959184,46.348736
223,3562430.651365,-76463.210779,-85886558.040816,46.590126
224,3702239.449621,-79180.786460,-75278712.163265,46.756791
225,3833176.406872,-81528.196805,-64308391.183673,47.016573
226,3937159.170461,-83492.516681,-53063575.510204,47.155833
227,3999497.300428,-85063.479721,-41578391.510204,47.017796
228,4028960.331538,-86234.771044,-29910392.163265,46.720833
