ags,54995225,10921,1314,-837,265,658,19399
ags,54995275,7972,1472,-1096,51,220,10886
ags,54995325,6697,1577,-906,-44,81,1400
ags,54995375,7423,1568,-1231,-197,-350,-8205
ags,54995425,9927,1365,-813,-281,-438,-17082
ags,54995475,13216,1013,-1196,-395,-887,-24349
ags,54995525,16194,608,-806,-428,-760,-25107
ags,54995575,17176,37,-1382,-481,-934,-25107
ags,54995625,15936,-538,-781,-491,-649,-25107
ags,54995675,12947,-1075,-825,-506,-482,-23261
ags,54995725,9427,-1464,-1355,-373,-300,-15635
ags,54995775,7261,-1654,-649,-176,-152,-6619
ags,54995825,7093,-1393,-1062,-103,-29,2817
ags,54995875,8511,-1559,-740,104,394,12341
ags,54995925,11473,-1329,-1108,255,436,20578
ags,54995975,14691,-824,-942,287,729,24918
ags,54996025,16922,-233,-1087,290,720,24918
ags,54996075,16727,408,-957,329,881,24918
ags,54996125,14490,855,-1165,330,735,24918
ags,54996175,11153,1328,-798,232,645,19867
ags,54996225,8143,1524,-1152,105,291,11512
ags,54996275,6763,1646,-764,-54,111,2111
ags,54996325,7313,1607,-1038,-152,-270,-7449
ags,54996375,9617,1431,-803,-273,-476,-16345
ags,54996425,12884,1236,-1008,-518,-712,-23784
ags,54996475,15972,628,-930,-446,-879,-25107
ags,54996525,17181,51,-1047,-434,-921,-25107
ags,54996575,15975,-529,-1006,-392,-783,-25107
ags,54996625,13023,-1071,-1113,-367,-637,-23629
ags,54996675,9761,-1442,-811,-269,-399,-16141
ags,54996725,7379,-1700,-967,-171,-188,-7210
ags,54996775,6861,-1720,-808,-30,31,2325
ags,54996825,8304,-1671,-977,97,278,11677
ags,54996875,11260,-1325,-789,233,452,19979
ags,54996925,14698,-934,-1072,280,652,24918
ags,54996975,16817,-345,-816,400,763,24918
ags,54997025,16817,401,-1130,368,908,24918
ags,54997075,14720,813,-930,314,747,24918
ags,54997125,11422,1206,-1077,237,640,20242
ags,54997175,8372,1480,-842,79,309,11993
ags,54997225,6763,1633,-1043,-45,109,2689
ags,54997275,7217,1548,-808,-153,-273,-6843
ags,54997325,9432,1397,-1096,-260,-486,-15772
ags,54997375,12828,1072,-833,-405,-759,-23255
ags,54997425,15738,664,-1062,-484,-834,-25107
ags,54997475,17132,93,-840,-442,-896,-25107
ags,54997525,16024,-521,-1113,-445,-753,-25107
ags,54997575,13204,-1083,-806,-373,-656,-23850
ags,54997625,9883,-1434,-894,-272,-383,-16558
ags,54997675,7574,-1632,-823,-160,-229,-7725
ags,54997725,6922,-1688,-964,-20,60,1766
ags,54997775,8209,-1527,-796,106,262,11106
ags,54997825,11036,-1263,-940,229,485,19443
ags,54997875,14344,-880,-923,306,626,24918
ags,54997925,16592,-258,-950,346,789,24918
ags,54997975,16890,381,-977,352,829,24918
ags,54998025,15013,850,-869,265,836,24918
ags,54998075,11368,1277,-1082,233,625,20362
ags,54998125,8448,1419,-999,105,342,12234
ags,54998175,6805,1546,-1004,-10,46,2994
ags,54998225,7105,1463,-857,-131,-208,-6504
ags,54998275,9376,1375,-913,-325,-514,-15413
ags,54998325,12606,1131,-942,-379,-709,-22916
ags,54998375,15640,684,-1016,-461,-872,-25107
ags,54998425,17020,171,-855,-416,-886,-25107
ags,54998475,16019,-453,-920,-421,-758,-25107
