-2823
-9423
-15048
-18930
-20487
-19782
-16837
-11982
-5827
989
7545
13505
17750
20125
20144
17814
13426
7641
976
-5697
-11956
-16735
-19694
-20417
-18751
-14955
-9523
-3117
3640
10008
15294
18927
20371
19435
16276
11282
5098
-1598
-8140
-13853
-18010
-20150
-19960
-17448
-12990
-7111
-523
6142
12135
16836
19661
20177
18376
14456
8968
2554
-4155
-10416
-15586
-18999
-20261
-19167
-15847
-10810
-4602
2082
8531
14073
18075
20031
19654
17009
12424
6518
-197
-6765
-12628
-17129
-19688
-19964
-17954
-13900
-8323
-1865
4748
10876
15847
19069
20075
18710
15215
10061
3844
-2785
-9048
-14510
-18290
-19987
-19360
-16468
-11780
-5825
750
7235
12955
17247
19636
19714
17497
13296
7648
1218
-5369
-11351
-16148
-19132
-19906
-18381
-14730
-9464
-3246
3349
9590
14788
18369
19841
18982
15948
11135
