0,0
1,0.015707
2,0.031411
3,0.047106
4,0.062791
5,0.078459
6,0.094108
7,0.109734
8,0.125333
9,0.140901
10,0.156434
11,0.171929
12,0.187381
13,0.202787
14,0.218143
15,0.233445
16,0.24869
17,0.263873
18,0.278991
19,0.29404
20,0.309017
21,0.323917
22,0.338738
23,0.353475
24,0.368125
25,0.382683
26,0.397148
27,0.411514
28,0.425779
29,0.439939
30,0.45399
31,0.46793
32,0.481754
33,0.495459
34,0.509041
35,0.522499
36,0.535827
37,0.549023
38,0.562083
39,0.575005
40,0.587785
41,0.60042
42,0.612907
43,0.625243
44,0.637424
45,0.649448
46,0.661312
47,0.673013
48,0.684547
49,0.695913
50,0.707107
51,0.718126
52,0.728969
53,0.739631
54,0.750111
55,0.760406
56,0.770513
57,0.78043
58,0.790155
59,0.799685
60,0.809017
61,0.81815
62,0.827081
63,0.835807
64,0.844328
65,0.85264
66,0.860742
67,0.868632
68,0.876307
69,0.883766
70,0.891007
71,0.898028
72,0.904827
73,0.911403
74,0.917755
75,0.92388
76,0.929776
77,0.935444
78,0.940881
79,0.946085
80,0.951057
81,0.955793
82,0.960294
83,0.964557
84,0.968583
85,0.97237
86,0.975917
87,0.979223
88,0.982287
89,0.985109
90,0.987688
91,0.990024
92,0.992115
93,0.993961
94,0.995562
95,0.996917
96,0.998027
97,0.99889
98,0.999507
99,0.999877
100,1
101,0.999877
102,0.999507
103,0.99889
104,0.998027
105,0.996917
106,0.995562
107,0.993961
108,0.992115
109,0.990024
110,0.987688
111,0.985109
112,0.982287
113,0.979223
114,0.975917
115,0.97237
116,0.968583
117,0.964557
118,0.960294
119,0.955793
120,0.951057
121,0.946085
122,0.940881
123,0.935444
124,0.929776
125,0.92388
126,0.917755
127,0.911403
128,0.904827
129,0.898028
130,0.891007
131,0.883766
132,0.876307
133,0.868632
134,0.860742
135,0.85264
136,0.844328
137,0.835807
138,0.827081
139,0.81815
140,0.809017
141,0.799685
142,0.790155
143,0.78043
144,0.770513
145,0.760406
146,0.750111
147,0.739631
148,0.728969
149,0.718126
150,0.707107
151,0.695913
152,0.684547
153,0.673013
154,0.661312
155,0.649448
156,0.637424
157,0.625243
158,0.612907
159,0.60042
160,0.587785
161,0.575005
162,0.562083
163,0.549023
164,0.535827
165,0.522499
166,0.509041
167,0.495459
168,0.481754
169,0.46793
170,0.45399
171,0.439939
172,0.425779
173,0.411514
174,0.397148
175,0.382683
176,0.368125
177,0.353475
178,0.338738
179,0.323917
180,0.309017
181,0.29404
182,0.278991
183,0.263873
184,0.24869
185,0.233445
186,0.218143
187,0.202787
188,0.187381
189,0.171929
190,0.156434
191,0.140901
192,0.125333
193,0.109734
194,0.094108
195,0.078459
196,0.062791
197,0.047106
198,0.031411
199,0.015707
200,0
201,-0.015707
202,-0.031411
203,-0.047106
204,-0.062791
205,-0.078459
206,-0.094108
207,-0.109734
208,-0.125333
209,-0.140901
210,-0.156434
211,-0.171929
212,-0.187381
213,-0.202787
214,-0.218143
215,-0.233445
216,-0.24869
217,-0.263873
218,-0.278991
219,-0.29404
220,-0.309017
221,-0.323917
222,-0.338738
223,-0.353475
224,-0.368125
225,-0.382683
226,-0.397148
227,-0.411514
228,-0.425779
229,-0.439939
230,-0.45399
231,-0.46793
232,-0.481754
233,-0.495459
234,-0.509041
235,-0.522499
236,-0.535827
237,-0.549023
238,-0.562083
239,-0.575005
240,-0.587785
241,-0.60042
242,-0.612907
243,-0.625243
244,-0.637424
245,-0.649448
246,-0.661312
247,-0.673013
248,-0.684547
249,-0.695913
250,-0.707107
251,-0.718126
252,-0.728969
253,-0.739631
254,-0.750111
255,-0.760406
256,-0.770513
257,-0.78043
258,-0.790155
259,-0.799685
260,-0.809017
261,-0.81815
262,-0.827081
263,-0.835807
264,-0.844328
265,-0.85264
266,-0.860742
267,-0.868632
268,-0.876307
269,-0.883766
270,-0.891007
271,-0.898028
272,-0.904827
273,-0.911403
274,-0.917755
275,-0.92388
276,-0.929776
277,-0.935444
278,-0.940881
279,-0.946085
280,-0.951057
281,-0.955793
282,-0.960294
283,-0.964557
284,-0.968583
285,-0.97237
286,-0.975917
287,-0.979223
288,-0.982287
289,-0.985109
290,-0.987688
291,-0.990024
292,-0.992115
293,-0.993961
294,-0.995562
295,-0.996917
296,-0.998027
297,-0.99889
298,-0.999507
299,-0.999877
300,-1
301,-0.999877
302,-0.999507
303,-0.99889
304,-0.998027
305,-0.996917
306,-0.995562
307,-0.993961
308,-0.992115
309,-0.990024
310,-0.987688
311,-0.985109
312,-0.982287
313,-0.979223
314,-0.975917
315,-0.97237
316,-0.968583
317,-0.964557
318,-0.960294
319,-0.955793
320,-0.951057
321,-0.946085
322,-0.940881
323,-0.935444
324,-0.929776
325,-0.92388
326,-0.917755
327,-0.911403
328,-0.904827
329,-0.898028
330,-0.891007
331,-0.883766
332,-0.876307
333,-0.868632
334,-0.860742
335,-0.85264
336,-0.844328
337,-0.835807
338,-0.827081
339,-0.81815
340,-0.809017
341,-0.799685
342,-0.790155
343,-0.78043
344,-0.770513
345,-0.760406
346,-0.750111
347,-0.739631
348,-0.728969
349,-0.718126
350,-0.707107
351,-0.695913
352,-0.684547
353,-0.673013
354,-0.661312
355,-0.649448
356,-0.637424
357,-0.625243
358,-0.612907
359,-0.60042
360,-0.587785
361,-0.575005
362,-0.562083
363,-0.549023
364,-0.535827
365,-0.522499
366,-0.509041
367,-0.495459
368,-0.481754
369,-0.46793
370,-0.45399
371,-0.439939
372,-0.425779
373,-0.411514
374,-0.397148
375,-0.382683
376,-0.368125
377,-0.353475
378,-0.338738
379,-0.323917
380,-0.309017
381,-0.29404
382,-0.278991
383,-0.263873
384,-0.24869
385,-0.233445
386,-0.218143
387,-0.202787
388,-0.187381
389,-0.171929
390,-0.156434
391,-0.140901
392,-0.125333
393,-0.109734
394,-0.094108
395,-0.078459
396,-0.062791
397,-0.047106
398,-0.031411
399,-0.015707
400,0
401,0.015707
402,0.031411
403,0.047106
404,0.062791
405,0.078459
406,0.094108
407,0.109734
408,0.125333
409,0.140901
410,0.156434
411,0.171929
412,0.187381
413,0.202787
414,0.218143
415,0.233445
416,0.24869
417,0.263873
418,0.278991
419,0.29404
420,0.309017
421,0.323917
422,0.338738
423,0.353475
424,0.368125
425,0.382683
426,0.397148
427,0.411514
428,0.425779
429,0.439939
430,0.45399
431,0.46793
432,0.481754
433,0.495459
434,0.509041
435,0.522499
436,0.535827
437,0.549023
438,0.562083
439,0.575005
440,0.587785
441,0.60042
442,0.612907
443,0.625243
444,0.637424
445,0.649448
446,0.661312
447,0.673013
448,0.684547
449,0.695913
450,0.707107
451,0.718126
452,0.728969
453,0.739631
454,0.750111
455,0.760406
456,0.770513
457,0.78043
458,0.790155
459,0.799685
460,0.809017
461,0.81815
462,0.827081
463,0.835807
464,0.844328
465,0.85264
466,0.860742
467,0.868632
468,0.876307
