21,1681474.81941,-41460.208169,-42112320,40.556353,6.368387,
22,1918486.756393,-44618.582323,-38704448,42.997483,6.557247,
23,2102075.032594,-47585.58036,-35117920,44.174622,6.646399,
24,2223533.402521,-50342.972409,-31361472,44.167702,6.645879,
25,2388557.965943,-52877.552095,-27451168,45.171493,6.720974,
26,2562596.050124,-55173.18251,-23400768,46.446406,6.81516,
27,2669871.279046,-57213.184423,-19216512,46.665315,6.831202,
28,2746206.032382,-58986.424658,-14920384,46.556577,6.823238,
29,2796752.003944,-60485.249744,-10570976,46.238579,6.799896,
30,2807499.483982,-61704.769015,-6137696,45.498906,6.745288,
31,2841743.168963,-62643.367682,-1650368,45.363831,6.735268,
32,2966325.647842,-63296.905176,2840928,46.863676,6.845705,
33,3051289.696792,-63654.203676,7342912,47.9354,6.92354,
34,3049253.752869,-63707.160169,11818400,47.863596,6.918352,
35,3012304.021292,-63455.400001,16237088,47.471201,6.889935,
36,2909260.36305,-62903.056125,20580960,46.249905,6.800728,
37,2837892.514396,-62059.502911,24801088,45.728573,6.762291,
38,2835676.635381,-60931.419314,28906528,46.538825,6.821937,
39,2713148.892704,-59520.956206,32875424,45.583086,6.751525,
40,2585517.292543,-57839.319005,36672992,44.701724,6.685935,
41,2662111.210556,-55897.048622,40253408,47.625255,6.901105,
42,2589906.352137,-53689.966557,43663712,48.238182,6.945371,
43,2250658.118128,-51226.393213,46854368,43.935518,6.628387,
44,1988542.919119,-48536.914733,49806144,40.969702,6.400758,
45,1906983.169255,-45647.054685,52510720,41.776697,6.46349,
46,1939098.019858,-42565.41576,54970272,45.555717,6.749498,
47,1794277.472095,-39291.379568,57163392,45.665932,6.757657,
48,1346619.478503,-35840.844075,59094752,37.572203,6.129617,
49,1142739.868169,-32253.464915,60760704,35.429988,5.952309,
50,1379484.996879,-28547.525022,62141760,48.322403,6.951432,
51,1299926.11404,-24706.724641,63232288,52.614263,7.253569,
52,840869.566775,-20739.46549,64040384,40.544418,6.36745,6.36745
53,599033.03906,-16685.877518,64551360,35.900601,5.991711,
54,527539.729595,-12570.893614,64792608,41.965173,6.478053,
55,360567.610587,-8404.16027,64760416,42.903467,6.550074,
56,178384.499565,-4201.481622,64458880,42.457522,6.515944,
57,32225.583353,19.527787,63877120,-1650.242501,6.515944,
58,-279263.414634,4242.14584,63026272,65.830696,6.36745,
59,-584437.295455,8436.802065,61914560,69.272373,6.36745,
60,-595412.61636,12575.810707,60543808,47.345863,6.36745,
61,-586226.447552,16655.423706,58913280,35.19733,6.36745,
62,-806826.503464,20674.197784,56995616,39.025771,6.36745,
63,-1020748.037874,24612.474963,54853248,41.472791,6.439937,
64,-1149717.33908,28449.498307,52462944,40.41257,6.357088,
65,-1308689.732253,32171.16359,49839936,40.678968,6.378007,
66,-1468387.244707,35762.079691,46984288,41.059895,6.4078,
67,-1725497.87149,39205.240345,43925792,44.011919,6.634148,
68,-1990439.558667,42475.654557,40661120,46.860715,6.845489,
69,-2033083.373211,45549.207734,37213152,44.634879,6.680934,
70,-2110826.611631,48419.068596,33586016,43.594945,6.602647,
71,-2362645.207847,51076.160682,29791072,46.257298,6.801272,
72,-2530825.040034,53497.825342,25824576,47.307064,6.878013,
73,-2552597.683646,55667.730902,21725184,45.854172,6.771571,
74,-2575583.852913,57582.297137,17511360,44.728744,6.687955,
75,-2644787.685339,59238.877003,13189600,44.646148,6.681777,
76,-2724575.676712,60630.946396,8787968,44.937047,6.70351,
77,-2863798.788814,61750.052702,4352928,46.377269,6.810086,
78,-3056043.991583,62582.188662,-137568,48.832488,6.988025,
79,-3082369.354999,63110.234946,-4617760,48.841038,6.988636,
80,-2947880.796285,63331.522031,-9090112,46.546817,6.822523,
81,-2896006.226155,63257.194737,-13523744,45.781452,6.766199,
82,-2953019.491214,62892.27822,-17892480,46.95361,6.85227,
83,-2957177.690035,62232.526144,-22169920,47.518201,6.893345,
84,-2818893.780502,61278.391025,-26331968,46.001433,6.782436,
85,-2720354.72079,60042.034196,-30375936,45.307504,6.731085,
86,-2787568.738088,58531.986288,-34270080,47.624708,6.901066,
87,-2731488.561608,56744.364729,-37998592,48.136737,6.938064,
88,-2484362.10566,54685.342096,-41524416,45.430128,6.740188,
89,-2276968.866845,52377.454231,-44844384,43.472309,6.593353,
90,-2187818.129454,49840.780661,-47924480,43.896145,6.625417,
91,-2082038.217845,47085.492915,-50776576,44.218253,6.649681,
92,-1911354.816216,44122.709052,-53386304,43.319072,6.581723,
93,-1838178.638723,40967.758165,-55728256,44.86891,6.698426,
94,-1726554.571492,37629.344923,-57810560,45.883195,6.773714,
95,-1465000.853352,34119.672218,-59612736,42.937132,6.552643,
96,-1209936.24021,30463.42301,-61154624,39.717672,6.302196,
97,-1077880.095897,26685.014978,-62408992,40.392711,6.355526,
98,-948481.4614,22798.841455,-63360160,41.602178,6.449975,
99,-763252.852585,18818.37201,-64049632,40.55892,6.368589,
100,-592529.704154,14761.365549,-64458528,40.140575,6.335659,
101,-421203.344359,10645.194781,-64624032,39.567462,6.290267,
102,-293868.822321,6486.429791,-64465120,45.305173,6.730912,
103,-133695.659536,2298.611513,-64046208,58.16366,7.62651,
104,79137.585614,-1902.132381,-63354944,41.604668,6.355526,
105,318407.017872,-6094.710049,-62448064,52.243177,6.355526,
106,485175.454849,-10256.020379,-61280352,47.306405,6.355526,
107,494649.250021,-14370.322611,-59837152,34.421583,6.355526,
108,565414.996389,-18434.598329,-58142272,30.671403,6.355526,
109,890520.645451,-22440.125457,-56178688,39.684299,6.299548,
110,1344702.758309,-26355.184487,-53962112,51.022324,7.142991,
111,1338192.288603,-30140.008489,-51495680,44.399201,6.663273,
112,959354.871474,-33794.471262,-48792288,28.387924,5.328032,
113,1000677.412934,-37349.287097,-45859584,26.79241,5.176139,
114,1793435.8672,-40797.16562,-42699040,43.959815,6.63022,
115,2523291.413906,-44066.231368,-39340224,57.261339,7.567122,
116,2491973.338332,-47090.147143,-35775168,52.919209,7.274559,
117,2342183.724288,-49865.576261,-32025184,46.969952,6.853463,
118,2432171.982136,-52404.456947,-28104960,46.411548,6.812602,
119,2499218.217061,-54700.517934,-24033728,45.689114,6.759372,
120,2542094.329473,-56746.899919,-19831232,44.797061,6.693061,
121,2660585.241173,-58538.307063,-15505504,45.450328,6.741686,
122,2763628.999358,-60063.867919,-11126688,46.011506,6.783178,
123,2859135.444073,-61313.145318,-6637248,46.631688,6.82874,
124,2987167.014792,-62276.146982,-2098080,47.966471,6.925783,
125,3026929.880086,-62941.163305,2466304,48.091419,6.934798,
126,2893092.435326,-63305.13628,6947904,45.700754,6.760233,
127,2837363.602776,-63379.102452,11388992,44.768125,6.690899,
128,3000195.592304,-63167.229057,15783616,47.496077,6.89174,
129,3056779.576307,-62656.343746,20104032,48.786434,6.984729,
130,2890049.921129,-61841.904616,24321376,46.732874,6.836145,
131,2815770.099461,-60737.488586,28428896,46.359673,6.808794,
132,2825152.020672,-59350.620799,32387328,47.601053,6.899352,
133,2631845.341742,-57683.211686,36176416,45.625846,6.754691,
134,2383956.856709,-55753.089956,39751680,42.759188,6.539051,
135,2308758.919066,-53582.965796,43156224,43.087554,6.564111,
136,2332854.619161,-51181.106823,46348704,45.580386,6.751325,
137,2279262.688406,-48546.650603,49306496,46.949947,6.852003,
138,2074951.591002,-45685.629248,52038912,45.418037,6.739291,
139,1824157.071938,-42617.454687,54506784,42.803051,6.542404,
140,1576387.787638,-39366.800211,56704128,40.043584,6.328,
141,1332598.441809,-35958.588883,58637440,37.059253,6.087631,
142,1294633.452194,-32415.399097,60311136,39.93884,6.319718,
143,1512754.449342,-28740.137115,61689472,52.635603,7.25504,
144,1350090.847914,-24917.140597,62788480,54.183217,7.360925,
145,793676.92259,-20962.844736,63631424,37.861127,6.15314,
146,511006.245721,-16926.374729,64192672,30.18994,5.494537,
147,432108.017687,-12837.124578,64474208,33.66081,5.801794,
148,347044.302392,-8704.816774,64468544,39.868077,6.314117,
149,221705.446179,-4538.07926,64184576,48.854468,6.989597,
150,-13552.900538,-350.188978,63627648,-38.701677,7.360925,
151,-254465.795705,3836.243001,62808320,66.332033,7.360925,
152,-325518.865426,7998.824654,61731616,40.695837,7.360925,
153,-370501.630195,12129.128927,60379552,30.546434,7.360925,
154,-608864.853978,16220.535557,58772256,37.536668,7.360925,
155,-889370.661749,20250.748857,56868224,43.917915,6.627059,
156,-1087638.680277,24192.816344,54752672,44.957092,6.705005,
157,-1257698.753927,28026.284798,52412832,44.875686,6.698932,
158,-1373706.979226,31734.449918,49828256,43.287562,6.579328,
159,-1447409.524536,35305.697242,47022496,40.996486,6.40285,
160,-1638450.570539,38731.125182,43998432,42.303201,6.504091,
161,-1912132.358158,41991.881351,40769312,45.535763,6.748019,
162,-2042621.548499,45062.834668,37344032,45.328297,6.732629,
163,-2113400.015145,47929.991349,33737504,44.093478,6.640292,
164,-2213081.491945,50585.507204,29953312,43.749319,6.614327,
165,-2346063.181608,53019.518062,26012096,44.249048,6.651996,
166,-2561412.41139,55218.05572,21953696,46.387226,6.810817,
167,-2674803.01925,57161.419845,17764640,46.793852,6.840603,
168,-2683844.580764,58838.301963,13480032,45.613903,6.753807,
169,-2790377.830105,60245.809502,9116384,46.316546,6.805626,
170,-2925262.806276,61374.016884,4691680,47.662887,6.903831,
171,-2946388.192898,62210.759936,229728,47.361392,6.881961,
172,-2909674.519549,62753.359592,-4237696,46.366833,6.80932,
173,-2910704.956168,63004.616317,-8681760,46.198281,6.796932,
174,-2956447.286788,62964.45198,-13099392,46.954229,6.852316,
175,-3027698.419716,62628.331135,-17448448,48.34391,6.952979,
176,-2980146.355749,61990.526397,-21716992,48.074222,6.933558,
