21,1475196.729820,-35067.118958,-32525488.000000,42.067805,6.485970
22,1729397.874779,-39836.862642,-27964880.000000,43.412000,6.588778
23,2033412.335429,-43913.393241,-22892400.000000,46.305061,6.804782
24,2217673.597258,-47181.047235,-17397680.000000,47.003484,6.855909
25,2330107.004724,-49563.750236,-11591216.000000,47.012322,6.856553
26,2359890.611624,-51017.350206,-5558416.000000,46.256628,6.801223
27,2353656.139419,-51528.254586,576112.000000,45.677001,6.758476
28,2374093.630298,-51096.487300,6701424.000000,46.462952,6.816374
29,2351436.664422,-49716.539899,12700272.000000,47.296869,6.877272
30,2219020.462123,-47399.934030,18471504.000000,46.814843,6.842137
31,2020015.331654,-44197.886554,23851216.000000,45.703890,6.760465
32,1790843.846759,-40188.779122,28835840.000000,44.560792,6.675387
33,1553050.407513,-35463.765435,33289824.000000,43.792598,6.617598
34,1350316.888931,-30116.018296,37121920.000000,44.837165,6.696056
35,1105753.554464,-24229.673601,40270368.000000,45.636337,6.755467
36,787290.993177,-17903.716470,42669344.000000,43.973607,6.631260
37,463847.906638,-11262.885422,44289792.000000,41.183754,6.417457
38,162922.402415,-4435.678784,45109520.000000,36.729982,6.060527
39,-131908.136629,2456.833899,45104992.000000,53.690295,7.327366
40,-412274.356031,9297.048120,44274512.000000,44.344651,6.659178
41,-673646.325095,15973.160669,42624688.000000,42.173640,6.494123
42,-971741.293497,22378.444714,40199264.000000,43.423093,6.589620
43,-1300876.469009,28393.821044,37037008.000000,45.815477,6.768713
44,-1569676.493775,33890.942982,33195600.000000,46.315515,6.805550
45,-1741740.232413,38763.759192,28750448.000000,44.932181,6.703147
46,-1915531.585577,42939.613451,23763264.000000,44.609894,6.679064
47,-2115704.526436,46348.210882,18351424.000000,45.648030,6.756333
48,-2289454.039597,48911.547557,12602320.000000,46.808047,6.841641
49,-2416156.939648,50560.537393,6624624.000000,47.787406,6.912844
50,-2446653.083867,51246.426756,512400.000000,47.742901,6.909624
51,-2394372.059934,50956.512035,-5601840.000000,46.988539,6.854819
52,-2311986.760119,49709.664162,-11619536.000000,46.509804,6.819810
53,-2187453.715491,47539.501415,-17417872.000000,46.013392,6.783317
54,-2022930.125632,44495.698375,-22893952.000000,45.463499,6.742663
55,-1831799.440406,40643.603438,-27937504.000000,45.069809,6.713405
56,-1627919.261283,36059.236758,-32480800.000000,45.145694,6.719055
57,-1418730.073604,30823.717777,-36420320.000000,46.027221,6.784336
58,-1152191.862568,25022.708435,-39685712.000000,46.045849,6.785709
59,-818842.246445,18763.250745,-42220608.000000,43.640745,6.606114
60,-493176.260053,12175.874387,-43977680.000000,40.504381,6.364305
61,-206093.950614,5389.851588,-44920368.000000,38.237407,6.183640
62,61842.220325,-1479.231834,-45047152.000000,41.806983,6.465832
63,331385.705309,-8323.545118,-44351712.000000,39.813048,6.309758
64,635280.681160,-15034.174963,-42847840.000000,42.255773,6.500444
65,980615.018043,-21488.968866,-40560736.000000,45.633414,6.755251
66,1253938.937805,-27554.191011,-37528800.000000,45.508102,6.745969
67,1455565.023210,-33120.511543,-33804320.000000,43.947541,6.629294
68,1695437.873884,-38102.917003,-29455392.000000,44.496275,6.670553
69,1934107.713426,-42407.214697,-24563856.000000,45.607987,6.753369
70,2114610.971819,-45939.942139,-19226624.000000,46.029901,6.784534
71,2245672.790143,-48628.490698,-13531264.000000,46.180187,6.795601
72,2349279.451244,-50419.622796,-7591744.000000,46.594546,6.826020
73,2416973.399603,-51272.194046,-1510432.000000,47.140042,6.865861
74,2420480.358341,-51160.174318,4605264.000000,47.311808,6.878358
75,2352453.448913,-50082.347331,10630720.000000,46.971709,6.853591
76,2214837.941190,-48065.904418,16460896.000000,46.079190,6.788165
77,2038599.153253,-45164.905537,21970800.000000,45.136797,6.718392
78,1879220.049140,-41447.689152,27086432.000000,45.339561,6.733466
79,1696194.253774,-36979.473392,31707840.000000,45.868535,6.772631
80,1422260.980780,-31836.188585,35738880.000000,44.674348,6.683887
81,1133320.207948,-26124.373202,39111744.000000,43.381719,6.586480
82,863199.187612,-19958.367244,41762560.000000,43.249990,6.576472
83,558614.472240,-13448.515340,43647792.000000,41.537260,6.444941
84,258842.007810,-6714.969337,44736624.000000,38.547013,6.208624
85,-15548.710424,123.059163,45005104.000000,126.351505,11.240619
86,-289459.448348,6954.811914,44446368.000000,41.620025,6.451358
87,-574268.601302,13670.495038,43074128.000000,42.007886,6.481349
88,-889777.838282,20155.271453,40924432.000000,44.146160,6.644258
89,-1191097.691055,26284.636416,38024048.000000,45.315357,6.731668
90,-1439197.739939,31939.462422,34420272.000000,45.060174,6.712688
91,-1650867.349772,37019.813158,30177728.000000,44.594157,6.677886
92,-1856090.068316,41440.079774,25389632.000000,44.789732,6.692513
93,-2083944.921686,45116.946323,20130464.000000,46.189849,6.796311
94,-2273401.855646,47961.469874,14501824.000000,47.400588,6.884808
95,-2350418.185120,49900.672288,8612112.000000,47.101934,6.863085
96,-2369372.152665,50901.688874,2556640.000000,46.548007,6.822610
97,-2400665.000875,50954.221764,-3580704.000000,47.114153,6.863975
98,-2384129.146247,50048.144270,-9647760.000000,47.636714,6.901936
99,-2271733.798255,48191.784707,-15537856.000000,47.139441,6.865817
100,-2094825.957349,45428.852743,-21136080.000000,46.112236,6.790599
101,-1888387.024102,41828.974159,-26334512.000000,45.145430,6.719035
102,-1677734.864820,37473.832990,-31050704.000000,44.770837,6.691101
103,-1474992.691272,32447.395717,-35173792.000000,45.457968,6.742252
104,-1297363.319732,26829.913849,-38661744.000000,48.355106,6.953784
105,-1051724.223887,20695.544097,-41424048.000000,50.818873,7.128736
106,-616365.660982,14147.654485,-43428224.000000,43.566632,6.600502
107,-199295.001468,7352.425175,-44626704.000000,27.106022,5.206344
108,63313.716791,471.581069,-45004448.000000,-134.258394,5.206344
109,327969.279157,-6383.368579,-44550480.000000,51.378716,7.167895
110,611098.290155,-13106.530479,-43277216.000000,46.625481,6.828285
111,872121.614267,-19585.923860,-41215920.000000,44.527979,6.672929
112,1080990.155455,-25718.522708,-38392144.000000,42.031580,6.483177
113,1326117.309690,-31417.411454,-34864720.000000,42.209630,6.496894
114,1645096.463144,-36583.012833,-30691072.000000,44.968862,6.705883
115,1919718.726744,-41092.242862,-25949488.000000,46.717302,6.835006
116,2088412.045403,-44837.261519,-20721568.000000,46.577600,6.824778
117,2189116.906890,-47749.322036,-15108304.000000,45.846031,6.770970
118,2298502.469081,-49785.130357,-9258000.000000,46.168453,6.794737
119,2383590.904986,-50902.449998,-3230864.000000,46.826644,6.843000
120,2416691.392023,-51068.008161,2859744.000000,47.323001,6.879172
121,2366772.904633,-50269.754275,8884992.000000,47.081450,6.861592
122,2248462.134910,-48527.177723,14759376.000000,46.334080,6.806914
123,2112549.362892,-45885.604926,20352864.000000,46.039479,6.785240
124,1938973.042368,-42400.309714,25589024.000000,45.730162,6.762408
