0,-nan,-28.090000
1,-nan,-29.240000
2,-nan,-31.070000
3,-nan,-32.600000
4,-nan,-33.890000
5,-nan,-35.880000
6,-nan,-38.780000
7,-nan,-41.450000
8,-nan,-42.520000
9,-nan,-41.680000
10,-nan,-40.080000
11,-nan,-38.470000
12,-nan,-36.410000
13,-nan,-33.820000
14,-nan,-30.840000
15,-nan,-28.240000
16,-nan,-26.260000
17,-nan,-24.730000
18,-nan,-23.130000
19,-nan,-21.980000
20,-nan,-21.680000
21,-nan,-22.060000
22,-nan,-23.050000
23,-nan,-24.270000
24,-nan,-24.810000
25,-nan,-24.430000
26,-nan,-23.660000
27,-nan,-23.210000
28,-nan,-23.050000
29,-nan,-22.600000
30,-nan,-21.830000
31,-nan,-21.150000
32,-nan,-20.000000
33,-nan,-17.940000
34,-nan,-15.950000
35,-nan,-15.190000
36,-nan,-16.410000
37,-nan,-19.620000
38,-nan,-23.740000
39,-nan,-26.950000
40,-nan,-28.020000
41,-nan,-27.560000
42,-nan,-26.790000
43,-nan,-26.340000
44,-nan,-25.570000
45,-nan,-23.890000
46,-nan,-21.680000
47,-nan,-20.310000
48,-nan,-20.460000
49,-nan,-21.680000
50,-nan,-23.210000
51,-nan,-24.660000
52,-nan,-25.730000
53,-nan,-26.410000
54,-nan,-26.950000
55,-nan,-27.020000
56,-nan,-26.870000
57,-nan,-26.870000
58,-nan,-27.330000
59,-nan,-28.090000
60,-nan,-29.310000
61,-nan,-31.070000
62,-nan,-32.520000
63,-nan,-32.820000
64,-nan,-32.140000
65,-nan,-31.220000
66,-nan,-30.230000
67,-nan,-29.540000
68,-nan,-29.390000
69,-nan,-29.620000
70,-nan,-29.850000
71,-nan,-29.540000
72,-nan,-28.630000
73,-nan,-27.250000
74,-nan,-25.340000
75,-nan,-23.050000
76,-nan,-20.840000
77,-nan,-19.620000
78,-nan,-19.920000
79,-nan,-20.760000
80,-nan,-20.530000
81,-nan,-19.470000
82,-nan,-18.850000
83,-nan,-19.080000
84,-nan,-19.770000
85,-nan,-20.310000
86,-nan,-20.460000
87,-nan,-19.770000
88,-nan,-18.320000
89,-nan,-16.410000
90,-nan,-14.200000
91,-nan,-12.140000
92,-nan,-10.840000
93,-nan,-11.150000
94,-nan,-12.670000
95,-nan,-14.580000
96,-nan,-15.420000
97,-nan,-14.730000
98,-nan,-12.820000
99,-nan,-11.300000
100,-nan,-11.220000
101,-nan,-13.050000
102,-nan,-16.110000
103,-nan,-18.700000
104,-nan,-19.920000
105,-nan,-19.470000
106,-nan,-18.550000
107,-nan,-18.320000
108,-nan,-19.160000
109,-nan,-20.230000
110,-nan,-20.920000
111,-nan,-21.300000
112,-nan,-21.910000
113,-nan,-22.750000
114,-nan,-23.660000
115,-nan,-24.050000
116,-nan,-23.660000
117,-nan,-22.600000
118,-nan,-21.450000
119,-nan,-20.690000
120,-nan,-20.380000
121,-nan,-20.760000
122,-nan,-21.760000
123,-nan,-23.130000
124,-nan,-24.660000
125,-nan,-25.800000
126,-nan,-26.260000
127,-nan,-26.030000
128,-nan,-25.570000
129,-nan,-24.350000
130,-nan,-22.290000
131,-nan,-20.530000
132,-nan,-19.850000
133,-nan,-19.920000
134,-nan,-19.540000
135,-nan,-18.020000
136,-nan,-15.730000
137,-nan,-13.890000
138,-nan,-13.210000
139,-nan,-13.660000
140,-nan,-15.110000
141,-nan,-17.560000
142,-nan,-20.460000
143,-nan,-22.370000
144,-nan,-21.910000
145,-nan,-18.780000
146,-nan,-13.890000
147,-nan,-9.390000
148,-nan,-7.630000
149,-nan,-8.850000
150,-nan,-11.070000
151,-nan,-12.440000
152,-nan,-13.360000
153,-nan,-14.960000
154,-nan,-17.560000
155,-nan,-20.310000
156,-nan,-22.600000
157,-nan,-24.120000
158,-nan,-24.810000
159,-nan,-24.500000
160,-nan,-23.820000
161,-nan,-23.280000
162,-nan,-23.210000
163,-nan,-22.750000
164,-nan,-21.910000
165,-nan,-20.990000
166,-nan,-20.460000
167,-nan,-20.080000
168,-nan,-19.690000
169,-nan,-19.080000
170,-nan,-18.550000
171,-nan,-18.700000
172,-nan,-19.470000
173,-nan,-20.530000
174,-nan,-21.680000
175,-nan,-22.750000
176,-nan,-23.210000
177,-nan,-22.980000
178,-nan,-22.210000
179,-nan,-21.150000
180,-nan,-19.160000
181,-nan,-16.110000
182,-nan,-13.280000
183,-nan,-11.450000
184,-nan,-10.460000
185,-nan,-10.000000
186,-nan,-9.920000
187,-nan,-10.000000
188,-nan,-10.150000
189,-nan,-10.230000
190,-nan,-10.150000
191,-nan,-10.230000
192,-nan,-11.070000
193,-nan,-12.290000
194,-nan,-13.440000
195,-nan,-13.890000
196,-nan,-13.440000
197,-nan,-12.440000
198,-nan,-11.680000
199,-nan,-11.600000
200,-nan,-11.600000
201,-nan,-11.300000
202,-nan,-10.690000
203,-nan,-9.690000
204,-nan,-8.470000
205,-nan,-7.480000
206,-nan,-7.180000
207,-nan,-7.480000
208,-nan,-8.400000
209,-nan,-9.770000
210,-nan,-10.990000
211,-nan,-11.680000
212,-nan,-11.600000
213,-nan,-10.990000
214,-nan,-10.230000
215,-nan,-10.000000
216,-nan,-10.760000
217,-nan,-11.760000
218,-nan,-12.210000
219,-nan,-12.370000
220,-nan,-12.980000
221,-nan,-13.820000
222,-nan,-14.350000
223,-nan,-13.890000
224,-nan,-12.600000
225,-nan,-11.220000
226,-nan,-10.690000
227,-nan,-10.920000
228,-nan,-10.760000
229,-nan,-9.620000
230,-nan,-7.860000
231,-nan,-6.340000
232,-nan,-5.420000
233,-nan,-5.270000
234,-nan,-5.650000
235,-nan,-5.800000
236,-nan,-5.110000
237,-nan,-3.660000
238,-nan,-2.370000
239,-nan,-1.680000
240,-nan,-0.990000
241,-nan,0.000000
242,-nan,0.840000
243,-nan,1.150000
244,-nan,0.460000
245,-nan,-1.070000
246,-nan,-2.750000
247,-nan,-3.590000
248,-nan,-3.660000
249,-nan,-3.510000
250,-nan,-3.510000
251,-nan,-4.430000
252,-nan,-6.180000
253,-nan,-7.710000
254,-nan,-8.320000
255,-nan,-8.090000
256,-nan,-7.480000
257,-nan,-6.950000
258,-nan,-6.950000
259,-nan,-7.330000
260,-nan,-7.020000
261,-nan,-6.410000
262,-nan,-6.180000
263,-nan,-6.560000
264,-nan,-7.560000
265,-nan,-9.470000
266,-nan,-12.290000
267,-nan,-14.890000
268,-nan,-16.180000
269,-nan,-15.950000
270,-nan,-14.890000
271,-nan,-13.890000
272,-nan,-13.660000
273,-nan,-14.810000
274,-nan,-16.720000
275,-nan,-18.470000
276,-nan,-19.390000
277,-nan,-19.310000
278,-nan,-17.630000
279,-nan,-13.890000
280,-nan,-8.850000
281,-nan,-4.430000
282,-nan,-2.440000
283,-nan,-3.210000
284,-nan,-4.960000
285,-nan,-6.030000
286,-nan,-7.400000
287,-nan,-10.920000
288,-nan,-15.730000
289,-nan,-19.690000
290,-nan,-21.830000
291,-nan,-22.600000
292,-nan,-22.600000
293,-nan,-22.060000
294,-nan,-21.070000
295,-nan,-19.770000
296,-nan,-18.550000
297,-nan,-17.790000
298,-nan,-17.480000
299,-nan,-16.790000
300,-nan,-15.340000
301,-nan,-13.820000
302,-nan,-12.900000
303,-nan,-12.670000
304,-nan,-12.670000
305,-nan,-12.290000
306,-nan,-11.300000
307,-nan,-9.920000
308,-nan,-8.630000
309,-nan,-7.480000
310,-nan,-6.790000
311,-nan,-6.870000
312,-nan,-8.020000
313,-nan,-9.850000
314,-nan,-11.450000
315,-nan,-12.520000
316,-nan,-13.440000
317,-nan,-14.430000
318,-nan,-14.660000
319,-nan,-13.280000
320,-nan,-10.690000
321,-nan,-8.240000
322,-nan,-7.710000
323,-nan,-9.620000
324,-nan,-13.210000
325,-nan,-17.330000
326,-nan,-21.150000
327,-nan,-23.660000
328,-nan,-24.580000
329,-nan,-24.660000
330,-nan,-24.270000
331,-nan,-23.590000
332,-nan,-22.670000
333,-nan,-21.370000
334,-nan,-19.850000
335,-nan,-17.790000
336,-nan,-15.190000
337,-nan,-13.360000
338,-nan,-13.280000
339,-nan,-14.500000
340,-nan,-15.800000
341,-nan,-16.870000
342,-nan,-17.630000
343,-nan,-17.940000
344,-nan,-17.790000
345,-nan,-17.630000
346,-nan,-17.480000
347,-nan,-17.330000
348,-nan,-17.020000
349,-nan,-16.180000
350,-nan,-15.270000
351,-nan,-14.810000
352,-nan,-14.660000
353,-nan,-14.430000
354,-nan,-14.270000
355,-nan,-14.270000
356,-nan,-14.350000
357,-nan,-14.120000
358,-nan,-13.510000
359,-nan,-12.670000
360,-nan,-11.150000
361,-nan,-9.240000
362,-nan,-8.020000
363,-nan,-7.790000
364,-nan,-7.710000
365,-nan,-7.020000
366,-nan,-6.180000
367,-nan,-5.730000
368,-nan,-5.650000
369,-nan,-5.730000
370,-nan,-5.800000
371,-nan,-5.340000
372,-nan,-4.120000
373,-nan,-2.900000
374,-nan,-2.520000
375,-nan,-2.980000
376,-nan,-3.510000
377,-nan,-3.660000
378,-nan,-3.660000
379,-nan,-4.050000
380,-nan,-4.580000
381,-nan,-4.580000
382,-nan,-4.200000
383,-nan,-3.740000
384,-nan,-3.130000
385,-nan,-2.290000
386,-nan,-1.220000
387,-nan,-0.460000
388,-nan,-0.080000
389,-nan,-0.310000
390,-nan,-0.990000
391,-nan,-1.370000
392,-nan,-1.370000
393,-nan,-1.070000
394,-nan,-0.310000
395,-nan,0.840000
396,-nan,1.910000
397,-nan,2.900000
398,-nan,3.660000
399,-nan,4.350000
400,-nan,4.890000
401,-nan,4.580000
402,-nan,3.210000
403,-nan,1.300000
404,-nan,-0.610000
405,-nan,-2.670000
406,-nan,-4.730000
407,-nan,-6.410000
408,-nan,-7.560000
409,-nan,-7.790000
410,-nan,-6.950000
411,-nan,-5.270000
412,-nan,-3.050000
413,-nan,-0.760000
414,-nan,1.150000
415,-nan,1.600000
416,-nan,0.150000
417,-nan,-2.290000
418,-nan,-4.730000
419,-nan,-6.790000
420,-nan,-8.170000
421,-nan,-8.400000
422,-nan,-7.630000
423,-nan,-6.950000
424,-nan,-7.250000
425,-nan,-8.550000
426,-nan,-10.000000
427,-nan,-10.990000
428,-nan,-11.300000
429,-nan,-10.690000
430,-nan,-9.080000
431,-nan,-6.110000
432,-nan,-2.820000
433,-nan,-0.460000
434,-nan,0.150000
435,-nan,0.000000
436,-nan,0.080000
437,-nan,0.610000
438,-nan,0.690000
439,-nan,-0.150000
440,-nan,-1.150000
441,-nan,-1.760000
442,-nan,-2.210000
443,-nan,-2.370000
444,-nan,-2.060000
445,-nan,-1.070000
446,-nan,0.080000
447,-nan,1.070000
448,-nan,1.760000
449,-nan,2.440000
450,-nan,2.900000
451,-nan,2.520000
452,-nan,1.530000
453,-nan,0.310000
454,-nan,-0.760000
455,-nan,-2.140000
456,-nan,-3.820000
457,-nan,-5.730000
458,-nan,-7.940000
459,-nan,-9.850000
460,-nan,-10.690000
461,-nan,-10.460000
462,-nan,-9.470000
463,-nan,-7.940000
464,-nan,-6.260000
465,-nan,-5.040000
466,-nan,-4.660000
467,-nan,-4.500000
468,-nan,-3.820000
469,-nan,-2.820000
470,-nan,-2.370000
471,-nan,-2.440000
472,-nan,-1.910000
473,-nan,-0.920000
474,-nan,-0.230000
475,-nan,-0.080000
476,-nan,-0.080000
477,-nan,0.000000
478,-nan,0.380000
479,-nan,0.990000
480,-nan,1.760000
481,-nan,2.670000
482,-nan,3.440000
483,-nan,4.050000
484,-nan,5.340000
485,-nan,7.330000
486,-nan,8.470000
487,-nan,7.710000
488,-nan,5.730000
489,-nan,3.820000
490,-nan,2.370000
491,-nan,0.690000
492,-nan,-1.370000
493,-nan,-3.210000
494,-nan,-4.430000
495,-nan,-5.110000
496,-nan,-5.040000
497,-nan,-4.120000
498,-nan,-2.900000
499,-nan,-1.980000
500,-nan,-1.300000
501,-nan,-0.380000
