0,-27.33
1,-29.39
2,-31.37
3,-31.98
4,-31.37
5,-30.84
6,-31.68
7,-33.36
8,-34.05
9,-33.13
10,-32.29
11,-32.9
12,-34.2
13,-35.27
14,-35.8
15,-35.8
16,-35.57
17,-35.57
18,-35.8
19,-36.72
20,-38.4
21,-40.38
22,-42.14
23,-43.13
24,-42.82
25,-41.07
26,-38.32
27,-35.19
28,-31.98
29,-28.7
30,-25.8
31,-23.74
32,-21.98
33,-19.92
34,-17.71
35,-15.88
36,-15.04
37,-15.88
38,-17.63
39,-18.32
40,-16.79
41,-14.27
42,-12.98
43,-13.28
44,-13.44
45,-12.29
46,-10.61
47,-10
48,-10.99
49,-12.14
50,-12.6
51,-12.82
52,-13.28
53,-13.97
54,-15.04
55,-15.88
56,-16.11
57,-16.11
58,-16.41
59,-17.02
60,-18.17
61,-20.38
62,-22.82
63,-24.12
64,-24.05
65,-23.66
66,-23.66
67,-24.35
68,-25.57
69,-27.56
70,-29.54
71,-30.46
72,-30.23
73,-29.47
74,-28.47
75,-27.1
76,-25.88
77,-25.65
78,-26.95
79,-28.78
80,-29.54
81,-29.31
82,-29.54
83,-30.23
84,-30.46
85,-30.08
86,-29.16
87,-27.48
88,-24.81
89,-21.68
90,-18.4
91,-15.65
92,-13.89
93,-13.66
94,-15.04
95,-16.56
96,-16.79
97,-15.73
98,-14.27
99,-13.05
100,-12.67
101,-14.12
102,-17.02
103,-20
104,-21.83
105,-21.91
106,-20.99
107,-20.38
108,-20.38
109,-20.53
110,-20.53
111,-20.61
112,-20.84
113,-21.15
114,-21.22
115,-20.76
116,-19.54
117,-17.71
118,-16.26
119,-15.57
120,-15.34
121,-15.73
122,-17.18
123,-19.39
124,-21.45
125,-22.29
126,-21.37
127,-19.69
128,-18.78
129,-18.7
130,-18.55
131,-18.4
132,-18.63
133,-19.24
134,-19.01
135,-17.48
136,-15.19
137,-13.66
138,-13.59
139,-14.5
140,-16.34
141,-18.93
142,-21.6
143,-23.51
144,-23.97
145,-22.21
146,-18.4
147,-14.73
148,-13.97
149,-16.34
150,-18.85
151,-19.39
152,-18.4
153,-17.63
154,-18.09
155,-19.69
156,-21.53
157,-22.9
158,-22.98
159,-21.37
160,-18.78
161,-16.64
162,-15.34
163,-14.81
164,-15.11
165,-16.11
166,-17.33
167,-17.94
168,-17.33
169,-15.42
170,-13.66
171,-13.28
172,-14.2
173,-15.8
