
# Curve 0 of 1, 1000 points
# Curve title: "f(x)"
# x y type
-1  0.0733813  i
-0.997998  0.0736754  i
-0.995996  0.0739701  i
-0.993994  0.0742654  i
-0.991992  0.0745613  i
-0.98999  0.0748577  i
-0.987988  0.0751547  i
-0.985986  0.0754523  i
-0.983984  0.0757505  i
-0.981982  0.0760492  i
-0.97998  0.0763485  i
-0.977978  0.0766484  i
-0.975976  0.0769488  i
-0.973974  0.0772498  i
-0.971972  0.0775513  i
-0.96997  0.0778534  i
-0.967968  0.0781561  i
-0.965966  0.0784592  i
-0.963964  0.078763  i
-0.961962  0.0790672  i
-0.95996  0.0793721  i
-0.957958  0.0796774  i
-0.955956  0.0799833  i
-0.953954  0.0802897  i
-0.951952  0.0805966  i
-0.94995  0.0809041  i
-0.947948  0.0812121  i
-0.945946  0.0815206  i
-0.943944  0.0818296  i
-0.941942  0.0821392  i
-0.93994  0.0824492  i
-0.937938  0.0827598  i
-0.935936  0.0830708  i
-0.933934  0.0833824  i
-0.931932  0.0836944  i
-0.92993  0.084007  i
-0.927928  0.08432  i
-0.925926  0.0846335  i
-0.923924  0.0849476  i
-0.921922  0.0852621  i
-0.91992  0.085577  i
-0.917918  0.0858925  i
-0.915916  0.0862084  i
-0.913914  0.0865248  i
-0.911912  0.0868416  i
-0.90991  0.087159  i
-0.907908  0.0874767  i
-0.905906  0.087795  i
-0.903904  0.0881136  i
-0.901902  0.0884328  i
-0.8999  0.0887523  i
-0.897898  0.0890723  i
-0.895896  0.0893928  i
-0.893894  0.0897137  i
-0.891892  0.090035  i
-0.88989  0.0903567  i
-0.887888  0.0906789  i
-0.885886  0.0910015  i
-0.883884  0.0913245  i
-0.881882  0.0916479  i
-0.87988  0.0919717  i
-0.877878  0.0922959  i
-0.875876  0.0926205  i
-0.873874  0.0929456  i
-0.871872  0.093271  i
-0.86987  0.0935968  i
-0.867868  0.093923  i
-0.865866  0.0942495  i
-0.863864  0.0945765  i
-0.861862  0.0949038  i
-0.85986  0.0952315  i
-0.857858  0.0955595  i
-0.855856  0.0958879  i
-0.853854  0.0962167  i
-0.851852  0.0965458  i
-0.84985  0.0968753  i
-0.847848  0.0972051  i
-0.845846  0.0975353  i
-0.843844  0.0978658  i
-0.841842  0.0981966  i
-0.83984  0.0985278  i
-0.837838  0.0988593  i
-0.835836  0.0991911  i
-0.833834  0.0995232  i
-0.831832  0.0998556  i
-0.82983  0.100188  i
-0.827828  0.100521  i
-0.825826  0.100855  i
-0.823824  0.101188  i
-0.821822  0.101522  i
-0.81982  0.101857  i
-0.817818  0.102191  i
-0.815816  0.102526  i
-0.813814  0.102861  i
-0.811812  0.103196  i
-0.80981  0.103532  i
-0.807808  0.103868  i
-0.805806  0.104204  i
-0.803804  0.10454  i
-0.801802  0.104876  i
-0.7998  0.105213  i
-0.797798  0.10555  i
-0.795796  0.105888  i
-0.793794  0.106225  i
-0.791792  0.106563  i
-0.78979  0.106901  i
-0.787788  0.107239  i
-0.785786  0.107577  i
-0.783784  0.107916  i
-0.781782  0.108255  i
-0.77978  0.108594  i
-0.777778  0.108933  i
-0.775776  0.109272  i
-0.773774  0.109612  i
-0.771772  0.109951  i
-0.76977  0.110291  i
-0.767768  0.110631  i
-0.765766  0.110971  i
-0.763764  0.111312  i
-0.761762  0.111652  i
-0.75976  0.111993  i
-0.757758  0.112334  i
-0.755756  0.112674  i
-0.753754  0.113015  i
-0.751752  0.113357  i
-0.74975  0.113698  i
-0.747748  0.114039  i
-0.745746  0.114381  i
-0.743744  0.114722  i
-0.741742  0.115064  i
-0.73974  0.115406  i
-0.737738  0.115748  i
-0.735736  0.11609  i
-0.733734  0.116432  i
-0.731732  0.116774  i
-0.72973  0.117116  i
-0.727728  0.117458  i
-0.725726  0.1178  i
-0.723724  0.118143  i
-0.721722  0.118485  i
-0.71972  0.118828  i
-0.717718  0.11917  i
-0.715716  0.119512  i
-0.713714  0.119855  i
-0.711712  0.120197  i
-0.70971  0.12054  i
-0.707708  0.120883  i
-0.705706  0.121225  i
-0.703704  0.121568  i
-0.701702  0.12191  i
-0.6997  0.122253  i
-0.697698  0.122595  i
-0.695696  0.122938  i
-0.693694  0.12328  i
-0.691692  0.123622  i
-0.68969  0.123965  i
-0.687688  0.124307  i
-0.685686  0.124649  i
-0.683684  0.124992  i
-0.681682  0.125334  i
-0.67968  0.125676  i
-0.677678  0.126018  i
-0.675676  0.12636  i
-0.673674  0.126701  i
-0.671672  0.127043  i
-0.66967  0.127385  i
-0.667668  0.127726  i
-0.665666  0.128068  i
-0.663664  0.128409  i
-0.661662  0.12875  i
-0.65966  0.129091  i
-0.657658  0.129432  i
-0.655656  0.129773  i
-0.653654  0.130113  i
-0.651652  0.130454  i
-0.64965  0.130794  i
-0.647648  0.131134  i
-0.645646  0.131474  i
-0.643644  0.131814  i
-0.641642  0.132154  i
-0.63964  0.132493  i
-0.637638  0.132832  i
-0.635636  0.133171  i
-0.633634  0.13351  i
-0.631632  0.133849  i
-0.62963  0.134187  i
-0.627628  0.134525  i
-0.625626  0.134863  i
-0.623624  0.135201  i
-0.621622  0.135539  i
-0.61962  0.135876  i
-0.617618  0.136213  i
-0.615616  0.136549  i
-0.613614  0.136886  i
-0.611612  0.137222  i
-0.60961  0.137558  i
-0.607608  0.137894  i
-0.605606  0.138229  i
-0.603604  0.138564  i
-0.601602  0.138899  i
-0.5996  0.139233  i
-0.597598  0.139567  i
-0.595596  0.139901  i
-0.593594  0.140235  i
-0.591592  0.140568  i
-0.58959  0.1409  i
-0.587588  0.141233  i
-0.585586  0.141565  i
-0.583584  0.141897  i
-0.581582  0.142228  i
-0.57958  0.142559  i
-0.577578  0.14289  i
-0.575576  0.14322  i
-0.573574  0.14355  i
-0.571572  0.143879  i
-0.56957  0.144208  i
-0.567568  0.144537  i
-0.565566  0.144865  i
-0.563564  0.145193  i
-0.561562  0.145521  i
-0.55956  0.145848  i
-0.557558  0.146174  i
-0.555556  0.1465  i
-0.553554  0.146826  i
-0.551552  0.147151  i
-0.54955  0.147476  i
-0.547548  0.1478  i
-0.545546  0.148124  i
-0.543544  0.148447  i
-0.541542  0.14877  i
-0.53954  0.149092  i
-0.537538  0.149414  i
-0.535536  0.149736  i
-0.533534  0.150056  i
-0.531532  0.150377  i
-0.52953  0.150697  i
-0.527528  0.151016  i
-0.525526  0.151334  i
-0.523524  0.151653  i
-0.521522  0.15197  i
-0.51952  0.152287  i
-0.517518  0.152604  i
-0.515516  0.15292  i
-0.513514  0.153235  i
-0.511512  0.15355  i
-0.50951  0.153864  i
-0.507508  0.154178  i
-0.505506  0.154491  i
-0.503504  0.154803  i
-0.501502  0.155115  i
-0.499499  0.155426  i
-0.497497  0.155737  i
-0.495495  0.156046  i
-0.493493  0.156356  i
-0.491491  0.156664  i
-0.489489  0.156972  i
-0.487487  0.15728  i
-0.485485  0.157586  i
-0.483483  0.157892  i
-0.481481  0.158198  i
-0.479479  0.158502  i
-0.477477  0.158806  i
-0.475475  0.159109  i
-0.473473  0.159412  i
-0.471471  0.159714  i
-0.469469  0.160015  i
-0.467467  0.160315  i
-0.465465  0.160615  i
-0.463463  0.160914  i
-0.461461  0.161212  i
-0.459459  0.16151  i
-0.457457  0.161807  i
-0.455455  0.162103  i
-0.453453  0.162398  i
-0.451451  0.162692  i
-0.449449  0.162986  i
-0.447447  0.163279  i
-0.445445  0.163571  i
-0.443443  0.163862  i
-0.441441  0.164153  i
-0.439439  0.164443  i
-0.437437  0.164732  i
-0.435435  0.16502  i
-0.433433  0.165307  i
-0.431431  0.165594  i
-0.429429  0.165879  i
-0.427427  0.166164  i
-0.425425  0.166448  i
-0.423423  0.166731  i
-0.421421  0.167013  i
-0.419419  0.167295  i
-0.417417  0.167575  i
-0.415415  0.167855  i
-0.413413  0.168134  i
-0.411411  0.168411  i
-0.409409  0.168688  i
-0.407407  0.168965  i
-0.405405  0.16924  i
-0.403403  0.169514  i
-0.401401  0.169787  i
-0.399399  0.17006  i
-0.397397  0.170331  i
-0.395395  0.170602  i
-0.393393  0.170871  i
-0.391391  0.17114  i
