1,-1852
2,-2937
3,-4009
4,-5075
5,-6107
6,-7100
7,-8110
8,-8984
9,-9913
10,-10768
11,-11563
12,-12304
13,-13019
14,-13661
15,-14241
16,-14741
17,-15190
18,-15546
19,-15824
20,-16073
21,-16217
22,-16277
23,-16255
24,-16193
25,-16028
26,-15790
27,-15494
28,-15132
29,-14679
30,-14149
31,-13579
32,-12935
33,-12240
34,-11495
35,-10674
36,-9821
37,-8928
38,-7982
39,-7011
40,-5982
41,-4962
42,-3904
43,-2832
44,-1761
45,-677
46,419
47,1506
48,2587
49,3665
50,4725
51,5773
52,6757
53,7742
54,8670
55,9599
56,10468
57,11277
58,12027
59,12744
60,13409
61,13994
62,14512
63,14954
64,15336
65,15677
66,15921
67,16096
68,16170
69,16190
70,16133
71,16008
72,15789
73,15502
74,15141
75,14712
76,14224
77,13660
78,13029
79,12372
80,11632
81,10816
82,9984
83,9109
84,8164
85,7226
86,6205
87,5199
88,4141
89,3083
90,2004
91,912
92,-194
93,-1277
94,-2361
95,-3422
96,-4476
97,-5501
98,-6530
99,-7522
100,-8481
101,-9387
102,-10272
103,-11079
104,-11848
105,-12591
106,-13263
107,-13848
108,-14404
109,-14866
110,-15253
111,-15607
112,-15869
113,-16058
114,-16169
115,-16191
116,-16148
117,-16048
118,-15859
119,-15613
120,-15247
121,-14845
122,-14381
123,-13865
124,-13230
125,-12571
126,-11845
127,-11063
128,-10229
129,-9310
130,-8495
131,-7503
132,-6504
133,-5515
134,-4468
135,-3424
136,-2338
137,-1248
138,-168
139,889
140,1990
141,3080
142,4131
143,5167
144,6186
145,7167
146,8140
147,9062
148,9947
149,10815
150,11589
151,12315
152,13000
153,13609
154,14160
155,14641
156,15097
157,15446
158,15724
159,15918
160,16047
161,16124
162,16099
163,15998
164,15837
165,15601
166,15295
167,14889
168,14429
169,13917
170,13315
171,12677
172,11961
173,11138
174,10322
175,9451
176,8536
177,7602
178,6615
179,5616
180,4588
181,3536
182,2473
183,1391
184,323
185,-770
186,-1872
187,-2932
188,-3996
189,-5026
190,-6055
191,-7044
192,-8030
193,-9022
194,-9835
195,-10651
196,-11450
197,-12216
198,-12911
199,-13543
200,-14089
201,-14600
202,-15041
203,-15406
204,-15686
205,-15905
206,-16039
207,-16113
208,-16110
209,-16009
210,-15877
211,-15629
212,-15334
213,-14964
214,-14515
215,-14005
216,-13442
217,-12814
218,-12132
219,-11365
220,-10552
221,-9690
222,-8921
223,-7886
224,-6898
225,-5932
226,-4859
227,-3858
228,-2787
229,-1732
230,-629
231,434
232,1525
233,2602
234,3651
235,4709
236,5716
237,6709
238,7689
239,8622
240,9524
241,10372
242,11193
243,11944
244,12658
245,13275
246,13879
247,14386
248,14815
249,15219
250,15509
251,15753
252,15925
253,16004
254,16038
255,15993
256,15847
257,15624
258,15354
259,14987
260,14569
261,14075
262,13518
263,12909
264,12238
265,11483
266,10701
267,9867
268,8993
269,8072
270,7097
271,6135
272,5111
273,4067
274,3028
275,1954
276,885
277,-201
278,-1284
279,-2352
280,-3432
281,-4466
282,-5485
283,-6506
284,-7478
285,-8458
286,-9347
287,-10177
288,-11008
289,-11774
290,-12486
291,-13132
292,-13749
293,-14279
294,-14750
295,-15139
296,-15463
297,-15710
298,-15911
299,-16004
300,-16042
301,-16000
302,-15909
303,-15708
304,-15458
305,-15119
306,-14700
307,-14235
308,-13691
309,-13091
310,-12427
311,-11706
312,-10942
313,-10133
314,-9267
315,-8332
316,-7410
317,-6415
318,-5423
319,-4374
320,-3335
321,-2284
322,-1210
323,-129
324,945
325,2016
326,3076
327,4135
328,5161
329,6172
330,7160
331,8091
332,8999
333,9860
334,10704
335,11483
336,12219
337,12903
338,13502
339,14044
340,14538
341,14958
342,15309
343,15568
344,15794
345,15921
346,15957
347,15959
348,15846
349,15684
350,15428
351,15138
352,14755
353,14278
354,13773
355,13176
356,12541
357,11835
358,11057
359,10258
360,9416
361,8508
362,7573
363,6602
364,5615
365,4587
366,3561
367,2499
368,1456
369,350
370,-724
371,-1789
372,-2835
373,-3889
374,-4943
375,-5945
376,-6939
377,-7910
378,-8926
379,-9690
380,-10538
381,-11312
382,-12050
383,-12760
384,-13391
385,-13933
386,-14426
387,-14882
388,-15240
389,-15529
390,-15740
391,-15900
392,-15951
393,-15969
394,-15887
395,-15740
396,-15512
397,-15225
398,-14844
399,-14419
400,-13941
401,-13337
402,-12715
403,-12032
404,-11294
405,-10503
406,-9665
407,-8889
408,-7871
409,-6905
410,-5916
411,-4881
412,-3852
413,-2819
414,-1777
415,-702
416,392
417,1460
418,2518
419,3567
420,4596
421,5630
422,6626
423,7586
424,8502
425,9386
426,10253
427,11051
428,11808
429,12499
430,13135
431,13714
432,14222
433,14686
434,15041
435,15351
436,15606
437,15767
438,15861
439,15902
440,15830
441,15698
442,15492
443,15225
444,14867
445,14449
446,13966
447,13419
448,12816
449,12128
450,11341
451,10558
452,9725
453,8857
454,7932
455,6972
456,6007
457,4988
458,3964
459,2922
460,1880
461,806
462,-258
463,-1333
464,-2400
465,-3462
466,-4493
467,-5513
468,-6504
469,-7476
470,-8390
471,-9307
472,-10140
473,-10955
474,-11719
475,-12425
476,-13068
477,-13647
478,-14196
479,-14655
480,-15021
481,-15342
482,-15603
483,-15762
484,-15864
485,-15915
486,-15848
487,-15745
488,-15529
489,-15276
490,-14958
491,-14539
492,-14065
493,-13530
494,-12920
495,-12258
496,-11545
497,-10790
498,-9956
499,-9033
500,-8202
501,-7266
502,-6277
503,-5277
504,-4273
505,-3236
506,-2178
507,-1114
508,-62
509,1010
510,2066
511,3117
512,4172
513,5183
514,6180
515,7157
516,8089
517,8991
518,9864
519,10696
520,11454
521,12164
522,12823
523,13431
524,13977
525,14427
526,14842
527,15190
528,15435
529,15654
530,15744
531,15827
532,15795
533,15688
534,15513
535,15270
536,14950
537,14580
538,14117
539,13589
540,12986
541,12347
542,11652
543,10905
544,10091
545,9235
546,8341
547,7425
548,6491
549,5478
550,4469
551,3450
552,2406
553,1347
