0 90 0.002041 1036.068217 124 0.014921 12.400001
0 141 0.018791 1405.321809 124 0.014921 12.400001
0 145 0.021351 1441.166556 124 0.014921 12.400001
0 59 0.001881 20.020530 124 0.014921 12.400001
0 79 0.006511 743.881801 124 0.014921 12.400001
0 199 0.011681 475.617651 124 0.014921 12.400001
0 183 0.027101 18.557440 124 0.014921 12.400001
0 199 0.007481 475.617651 124 0.014921 12.400001
0 23 0.001551 116.385282 124 0.014921 12.400001
0 76 0.011221 702.891726 124 0.014921 12.400001
0 131 0.013041 1189.275755 124 0.014921 12.400001
0 45 0.006481 421.795128 124 0.014921 12.400001
0 110 0.008391 768.241816 124 0.014921 12.400001
0 126 0.004231 1246.224060 124 0.014921 12.400001
0 175 0.024961 1039.659268 124 0.014921 12.400001
0 175 0.010091 1039.659268 124 0.014921 12.400001
0 34 0.002741 277.331877 124 0.014921 12.400001
0 68 0.007851 669.733795 124 0.014921 12.400001
0 111 0.008031 74.984900 124 0.014921 12.400001
0 196 0.024881 189.248392 124 0.014921 12.400001
0 25 0.003691 26.255171 124 0.014921 12.400001
0 61 0.008581 609.302359 124 0.014921 12.400001
0 191 0.006491 1305.637598 124 0.014921 12.400001
0 53 0.007651 215.125986 124 0.014921 12.400001
0 139 0.010001 57.473354 124 0.014921 12.400001
0 188 0.007621 1888.777957 124 0.014921 12.400001
0 45 0.000561 421.795128 124 0.014921 12.400001
0 61 0.005751 609.302359 124 0.014921 12.400001
0 124 0.014921 12.400001 124 0.014921 12.400001
0 171 0.011171 817.229398 124 0.014921 12.400001
0 152 0.016071 710.171419 124 0.014921 12.400001
0 164 0.019981 1037.632396 124 0.014921 12.400001
0 63 0.000661 613.511990 124 0.014921 12.400001
0 124 0.013661 12.400001 124 0.014921 12.400001
0 118 0.009871 1149.438274 124 0.014921 12.400001
0 122 0.010221 23.200276 124 0.014921 12.400001
0 118 0.013851 1149.438274 124 0.014921 12.400001
0 108 0.008071 1062.618424 124 0.014921 12.400001
0 199 0.019601 475.617651 124 0.014921 12.400001
0 104 0.010211 27.027718 124 0.014921 12.400001
0 44 0.002701 226.929475 124 0.014921 12.400001
0 183 0.007251 18.557440 124 0.014921 12.400001
0 105 0.002141 840.692773 124 0.014921 12.400001
0 178 0.001051 1306.149998 124 0.014921 12.400001
0 185 0.020321 1641.591465 124 0.014921 12.400001
0 104 0.010481 27.027718 124 0.014921 12.400001
0 97 0.003961 920.842021 124 0.014921 12.400001
0 105 0.010361 840.692773 124 0.014921 12.400001
0 80 0.000511 26.859282 124 0.014921 12.400001
0 90 0.011651 180.642077 124 0.014921 12.400001


1 89 0.002141 906.383218 46 0.006581 17.830603
1 140 0.018691 52.854236 46 0.006581 17.830603
1 144 0.021251 72.376328 46 0.006581 17.830603
1 60 0.001981 282.016386 46 0.006581 17.830603
1 80 0.006611 535.471147 46 0.006581 17.830603
1 198 0.011781 612.318529 46 0.006581 17.830603
1 182 0.027001 1113.240086 46 0.006581 17.830603
1 198 0.007581 612.318529 46 0.006581 17.830603
1 24 0.001651 204.192135 46 0.006581 17.830603
1 77 0.011321 806.585024 46 0.006581 17.830603
1 132 0.013141 194.853513 46 0.006581 17.830603
1 46 0.006581 17.830603 46 0.006581 17.830603
1 109 0.008291 111.766109 46 0.006581 17.830603
1 125 0.004331 1265.914719 46 0.006581 17.830603
1 174 0.024861 1263.045052 46 0.006581 17.830603
1 174 0.009991 1263.045052 46 0.006581 17.830603
1 35 0.002841 203.764128 46 0.006581 17.830603
1 67 0.007751 655.885781 46 0.006581 17.830603
1 110 0.007931 1035.287946 46 0.006581 17.830603
1 195 0.024781 1755.354767 46 0.006581 17.830603
1 26 0.003791 141.971841 46 0.006581 17.830603
1 60 0.008481 282.016386 46 0.006581 17.830603
1 190 0.006591 1906.338227 46 0.006581 17.830603
1 52 0.007551 46.695434 46 0.006581 17.830603
1 138 0.009901 90.787165 46 0.006581 17.830603
1 187 0.007521 1908.624647 46 0.006581 17.830603
1 46 0.000661 17.830603 46 0.006581 17.830603
1 60 0.005851 282.016386 46 0.006581 17.830603
1 123 0.014821 317.811385 46 0.006581 17.830603
1 170 0.011071 30.977485 46 0.006581 17.830603
1 151 0.015971 1455.525024 46 0.006581 17.830603
1 163 0.019881 812.655167 46 0.006581 17.830603
1 62 0.000761 633.050221 46 0.006581 17.830603
1 123 0.013561 317.811385 46 0.006581 17.830603
1 117 0.009771 565.127392 46 0.006581 17.830603
1 121 0.010121 991.714719 46 0.006581 17.830603
1 117 0.013751 565.127392 46 0.006581 17.830603
1 107 0.007971 469.928560 46 0.006581 17.830603
