0 0.000000 0.000000 -14628.000000 
1 0.000000 0.000000 -14555.000000 
2 0.000000 0.000000 -14455.000000 
3 0.000000 0.000000 -14374.000000 
4 0.000000 0.000000 -14289.000000 
5 0.000000 0.000000 -14214.000000 
6 0.000000 0.000000 -14130.000000 
7 0.000000 0.000000 -14030.000000 
8 0.000000 0.000000 -13933.000000 
9 0.000000 0.000000 -13855.000000 
10 0.000000 0.000000 -13783.000000 
11 0.000000 0.000000 -13690.000000 
12 0.000000 0.000000 -13595.000000 
13 0.000000 0.000000 -13484.000000 
14 0.000000 0.000000 -13400.000000 
15 0.000000 0.000000 -13326.000000 
16 0.000000 0.000000 -13230.000000 
17 0.000000 0.000000 -13132.000000 
18 0.000000 0.000000 -13052.000000 
19 0.000000 0.000000 -12959.000000 
20 0.000000 0.000000 -12858.000000 
21 0.000000 0.000000 -12768.000000 
22 0.000000 0.000000 -12669.000000 
23 0.000000 0.000000 -12572.000000 
24 0.000000 0.000000 -12471.000000 
25 0.000000 0.000000 -12378.000000 
26 0.000000 0.000000 -12278.000000 
27 0.000000 0.000000 -12175.000000 
28 0.000000 0.000000 -12082.000000 
29 0.000000 0.000000 -11986.000000 
30 0.000000 0.000000 -11869.000000 
31 0.000000 0.000000 -11763.000000 
32 0.000000 0.000000 -11677.000000 
33 0.000000 0.000000 -11582.000000 
34 0.000000 0.000000 -11477.000000 
35 0.000000 0.000000 -11368.000000 
36 0.000000 0.000000 -11281.000000 
37 0.000000 0.000000 -11186.000000 
38 0.000000 0.000000 -11072.000000 
39 0.000000 0.000000 -10953.000000 
40 0.000000 0.000000 -10852.000000 
41 0.000000 0.000000 -10742.000000 
42 0.000000 0.000000 -10642.000000 
43 0.000000 0.000000 -10535.000000 
44 0.000000 0.000000 -10439.000000 
45 0.000000 0.000000 -10339.000000 
46 0.000000 0.000000 -10223.000000 
47 0.000000 0.000000 -10114.000000 
48 0.000000 0.000000 -10008.000000 
49 0.000000 0.000000 -9892.000000 
50 1.503234 0.015079 -9781.000000 
51 5.195842 0.067058 -9658.000000 
52 6.680100 0.133426 -9547.000000 
53 7.482112 0.207197 -9430.000000 
54 7.873771 0.284183 -9336.000000 
55 7.973839 0.361425 -9198.000000 
56 7.854767 0.436722 -9119.000000 
57 7.565773 0.508385 -9055.000000 
58 7.148184 0.575158 -8943.000000 
59 6.637156 0.636150 -8820.000000 
60 6.062424 0.690775 -8710.000000 
61 5.451897 0.738735 -8588.000000 
62 4.832544 0.780005 -8428.000000 
63 4.230416 0.814821 -8205.000000 
64 3.655317 0.843518 -8090.000000 
65 3.120460 0.866558 -7983.000000 
66 2.636671 0.884509 -7867.000000 
67 2.210381 0.897998 -7758.000000 
68 1.845453 0.907684 -7648.000000 
69 1.543373 0.914237 -7529.000000 
70 1.302598 0.918303 -7412.000000 
71 1.119347 0.920485 -7290.000000 
72 0.986891 0.921313 -7180.000000 
73 0.896681 0.921224 -7066.000000 
74 0.838972 0.920554 -6937.000000 
75 0.804033 0.919539 -6822.000000 
