0,0,0
1,0,0.0930728592
2,0,0.1860714789
3,0,0.2788474085
4,0,0.3713934789
5,0,0.4638622535
6,0,0.5564619014
7,0,0.649337507
8,0,0.7425509296
9,0,0.8361350282
10,0,0.9301232254
11,0,1.0245221268
12,0,1.1192856761
13,0,1.2143449296
14,0,1.3096739296
15,0,1.4053229718
16,0,1.5013694085
17,0,1.597804662
18,0,1.6944472394
19,0,1.7909765493
20,0,1.8870920845
21,0,1.9826873099
22,0,2.0779048592
23,0,2.1730411972
24,0,2.2683908169
25,0,2.3641400563
26,0,2.4603466338
27,0,2.5569677465
28,0,2.653886338
29,0,2.7509249155
30,0,2.8478795211
31,0,2.9445935634
32,0,3.0410264085
33,0,3.1372431549
34,0,3.2333185915
35,0,3.3292434366
36,0,3.4249314789
37,0,3.5203339296
38,0,3.6155566338
39,0,3.7108499155
40,0,3.8064480423
41,0,3.9023916479
42,0,3.9984926056
43,0,4.0944557887
44,0,4.1900281972
45,0,4.2850619718
46,0,4.3795078873
47,0,4.4734246479
48,0,4.5670110141
49,0,4.6605621268
50,0,4.7542934225
51,0,4.8481463239
52,0,4.9417649296
53,0,5.0346929437
54,0,5.1266375352
55,0,5.2175987324
56,0,5.3078083521
57,0,5.3975985352
58,0,5.4873336901
59,0,5.5773990845
60,0,5.6681391972
61,0,5.7597012676
62,0,5.8518843099
63,0,5.944154338
64,0,6.035888
65,0,6.1267218451
66,0,6.2167647183
67,0,6.3064947606
68,0,6.3963851831
69,0,6.4864794507
70,0,6.5761408028
71,6.608173,6.6641500141
72,6.602902,6.6562061972
73,6.587091,6.6451673521
74,6.570771,6.6325336338
75,6.565283,6.6208220563
76,6.574575,6.6119038028
77,6.594168,6.6058829296
78,6.618153,6.6015131268
79,6.644471,6.5974539296
80,6.673162,6.5931940845
81,6.702322,6.5889340563
82,6.728212,6.5845834366
83,6.749207,6.5787910845
84,6.768359,6.5686624225
85,6.791082,6.5495357042
86,6.819297,6.5095482394
87,6.846903,6.4691633803
88,6.861623,6.4895974225
89,6.853581,6.4881381127
90,6.824203,6.4798420845
91,6.787261,6.4683720141
92,6.760446,6.4552546761
93,6.75468,6.4416665634
94,6.769823,6.4289538169
95,6.798196,6.4183122254
96,6.830667,6.4100780282
97,6.860099,6.4033680282
98,6.88122,6.3964453803
99,6.889739,6.387620662
100,6.883777,6.376201507
101,6.866697,6.3629448451
102,6.846732,6.3496586338
103,6.831389,6.3381744789
104,6.821356,6.3294591831
105,6.810664,6.3234110282
106,6.793851,6.3192174225
107,6.773574,6.3158796901
108,6.760812,6.312627662
109,6.765823,6.3090837887
110,6.787467,6.3051546338
111,6.811996,6.3008033944
112,6.823168,6.2959516479
113,6.813386,6.2906010282
114,6.785641,6.2850206901
115,6.747398,6.2797809577
116,6.70566,6.2755524366
117,6.66809,6.2727858451
118,6.644632,6.2714720423
119,6.642129,6.2711126901
120,6.654922,6.270925338
121,6.663556,6.2702147746
122,6.646921,6.2687457324
123,6.597889,6.2669142113
124,6.528066,6.2656067324
125,6.458245,6.2658100423
126,6.404883,6.2681780141
127,6.375103,6.2727704225
128,6.371196,6.2790387746
129,6.394643,6.2860068451
130,6.442548,6.2925815915
131,6.500907,6.2979257606
132,6.544996,6.3017504507
133,6.551172,6.3043707042
134,6.51309,6.3065116338
135,6.449203,6.3090090563
136,6.393044,6.3125426338
137,6.370833,6.3174434225
138,6.38222,6.323604493
139,6.396693,6.3305820986
140,6.365956,6.3379539577
141,6.248654,6.345815338
142,6.044162,6.3550390986
143,5.819144,6.3668646479
144,5.690097,6.3817963803
145,5.739249,6.3986102817
146,5.932087,6.4146882817
147,6.147093,6.4277555775
148,6.283912,6.437316507
149,6.32995,6.4445106056
150,6.342022,6.4508836479
151,6.3707,6.4572764366
152,6.393428,6.4637143521
153,6.316955,6.4702931549
154,6.030072,6.4781778169
155,5.410362,6.4899910845
156,3.951972,6.5101289014
157,3.951972,6.5502466338
158,8.29772,6.5897953662
159,6.758012,6.5676889718
160,6.264563,6.5670159577
161,6.009828,6.5732014085
162,5.85593,6.5829164648
163,5.79569,6.5946613099
164,5.852075,6.607049338
165,6.01427,6.6185027183
166,6.213568,6.6277324648
167,6.354257,6.6344373803
168,6.368591,6.639528169
169,6.254665,6.6446239014
170,6.078979,6.6511146761
171,5.942554,6.6593094366
172,5.923376,6.6681669577
173,6.031357,6.6758754225
174,6.212603,6.6809823662
175,6.391937,6.6832449014
176,6.512918,6.6836162535
177,6.556872,6.683544662
178,6.54268,6.6841313662
179,6.509197,6.6855684085
180,6.486853,6.6870646479
181,6.478529,6.6872959014
182,6.467522,6.6851644225
183,6.443274,6.6804288028
184,6.417182,6.6738485915
185,6.41362,6.6668222394
186,6.447173,6.6607916197
187,6.509232,6.6567561127
188,6.57481,6.6550382535
189,6.619118,6.6552187183
190,6.628827,6.6562188592
191,6.604472,6.6566514789
192,6.559254,6.6554225493
193,6.516883,6.6522278732
194,6.505058,6.6474660986
195,6.542501,6.6415121408
196,6.626371,6.6339953239
197,6.730944,6.6238150423
198,6.820156,6.6099379437
199,6.865929,6.592480169
200,6.86145,6.5735451549
201,6.821984,6.5573261972
202,6.77246,6.5492413521
203,6.731034,6.5553718732
204,6.703178,6.5897575493
205,6.690407,6.6245355634
206,6.700087,6.6074542113
207,6.741,6.6060885352
208,6.808269,6.6072845352
209,6.87763,6.6059163239
210,6.920095,6.6001849014
211,6.924114,6.5909519155
212,6.903541,6.5807582817
213,6.883776,6.5721029718
214,6.879297,6.5657885352
215,6.883884,6.5604463803
216,6.880787,6.5534574225
217,6.859865,6.5426077042
218,6.825919,6.5276195915
219,6.794693,6.5106579718
220,6.782436,6.4951106197
221,6.79591,6.4834047606
222,6.827792,6.4758628451
223,6.860523,6.4711731127
224,6.876766,6.467485338
225,6.868814,6.4632945634
226,6.840147,6.4578731831
227,6.800331,6.4512959718
228,6.759932,6.4441580563
229,6.728166,6.4371381268
230,6.710228,6.4306603662
231,6.70373,6.4248750423
232,6.699597,6.4199212535
233,6.689814,6.4161608592
234,6.67524,6.4140735634
235,6.665265,6.4138369014
236,6.669582,6.4149638592
237,6.689617,6.416361831
238,6.715703,6.4168333944
239,6.730388,6.4157065775
240,6.71551,6.4131988451
241,6.660807,6.4102993099
242,6.571438,6.4082762394
243,6.470677,6.4081312535
244,6.39395,6.4102448592
245,6.373243,6.4142597183
246,6.418303,6.4191834789
247,6.507835,6.423714507
248,6.598528,6.4267279437
249,6.64471,6.4277574225
250,6.61543,6.4273143521
251,6.503272,6.4269317746
252,6.327194,6.4288010704
253,6.131293,6.4349476197
254,5.976079,6.4462292394
255,5.918311,6.4617424648
256,5.985446,6.4790649859
257,6.160652,6.495240831
258,6.387264,6.5079537042
259,6.587623,6.5162929437
260,6.690128,6.5208830563
261,6.659543,6.5234992394
262,6.517218,6.5263587183
263,6.332432,6.5312595493
264,6.178797,6.538882493
265,6.082327,6.5487191549
266,6.008807,6.5597954648
267,5.903571,6.5716510563
268,5.74567,6.5847465211
269,5.580654,6.5999750986
270,5.521543,6.6175685493
271,5.709904,6.6359898169
272,6.24796,6.6515349718
273,7.207727,6.6590512958
274,9.172417,6.6525304648
275,9.172417,6.6179495211
276,5.477631,6.5832435775
277,6.603124,6.6007612254
278,6.825916,6.6028746761
279,6.711126,6.6023835352
280,6.470699,6.6038319155
281,6.264553,6.6085122254
282,6.200366,6.6154182113
283,6.289014,6.6222589718
284,6.435451,6.6269600423
285,6.500004,6.6290600704
286,6.387668,6.6300939718
287,6.110457,6.6327422535
288,5.795709,6.6392522958
289,5.621644,6.6499033944
290,5.690831,6.6624612113
291,5.95132,6.6733918169
292,6.260434,6.6800946197
293,6.494821,6.6821422817
294,6.598691,6.6809196197
