51 -0.054441 -0.045761
52 -0.123979 -0.476659
53 -0.178398 -0.317618
54 -0.249980 0.243938
55 -0.308943 0.777956
56 -0.367742 0.796850
57 -0.433014 0.213900
58 -0.479242 -0.491220
59 -0.543333 -0.822535
60 -0.590366 -0.670082
61 -0.644004 -0.294623
62 -0.681970 -0.036934
63 -0.739237 -0.006119
64 -0.758583 -0.102916
65 -0.798012 -0.237002
66 -0.838886 -0.331017
67 -0.889958 -0.180706
68 -0.887686 0.525291
69 -0.923684 1.983961
70 -0.951143 3.969367
71 -0.977226 4.546761
72 -0.987615 2.572633
73 -0.990464 0.089676
74 -0.985140 0.089676
75 -0.992873 0.089676
76 -1.012215 0.089676
77 -0.993291 4.722937
78 -0.982530 1.650757
79 -0.954712 0.308033
80 -0.932713 -0.273111
81 -0.931060 -0.458645
82 -0.901240 -0.535991
83 -0.875982 -0.643993
84 -0.847848 -0.748904
85 -0.804014 -0.714129
86 -0.762541 -0.412526
87 -0.733785 0.127943
88 -0.666083 0.613425
89 -0.646714 0.698650
90 -0.596070 0.479975
91 -0.538386 0.333985
92 -0.470342 0.309693
93 -0.435852 0.118837
94 -0.357203 -0.295602
95 -0.326491 -0.565779
96 -0.234893 -0.387303
97 -0.181600 0.085739
98 -0.102722 0.299243
99 -0.076278 -0.048995
100 0.002426 -0.524594
101 0.061933 -0.549888
102 0.148103 0.012836
103 0.188895 0.759216
104 0.231887 0.995874
105 0.306087 0.517656
106 0.379115 -0.152020
107 0.432464 -0.522641
108 0.497534 -0.446820
109 0.513085 -0.028725
110 0.586183 0.453871
111 0.641429 0.612777
112 0.683760 0.237734
113 0.740466 -0.380842
114 0.768398 -0.740185
115 0.799363 -0.646432
116 0.839874 -0.414141
117 0.878995 -0.508348
118 0.897751 -0.768839
119 0.935152 -0.389627
120 0.958653 1.409486
121 0.972601 1.409486
122 0.974498 1.409486
123 0.996904 0.773509
124 0.981174 0.773509
125 0.996166 -2.049071
126 1.005315 -1.297093
127 0.976539 1.117122
128 0.975606 2.635457
129 0.964126 1.021212
130 0.954766 -0.774157
131 0.919777 -1.211647
132 0.923937 -0.374979
133 0.880903 0.773704
134 0.846995 0.949321
135 0.797961 0.154485
136 0.770754 -0.534956
137 0.728702 -0.572047
138 0.695701 -0.056594
139 0.649656 0.542823
140 0.591832 0.738053
141 0.554187 0.431545
142 0.477444 -0.100123
143 0.429791 -0.546800
144 0.378790 -0.705194
145 0.324587 -0.516695
146 0.245538 -0.105482
147 0.194344 0.262110
148 0.125114 0.375985
149 0.065509 0.307196
150 -0.007720 0.301816
151 -0.044564 0.450704
152 -0.123962 0.573007
153 -0.192111 0.421134
154 -0.246824 -0.032353
155 -0.309527 -0.555685
156 -0.390216 -0.814845
157 -0.413840 -0.556789
158 -0.488044 0.192471
159 -0.519335 0.976642
160 -0.604548 1.087338
161 -0.620272 0.406059
162 -0.680548 -0.442060
163 -0.732796 -0.920975
164 -0.803785 -0.843952
165 -0.811730 -0.338172
166 -0.857481 0.140437
167 -0.860985 0.051465
168 -0.907096 -0.520325
169 -0.920778 -0.879528
170 -0.935570 -0.435941
171 -0.968949 1.107079
172 -0.986931 4.355250
173 -1.007856 4.355250
174 -0.992006 -16.561498
175 -0.992626 -16.561498
176 -1.003718 -16.561498
177 -0.993255 0.384789
178 -0.982939 -1.424754
179 -0.972505 -1.966844
180 -0.957196 -1.568508
181 -0.925636 -0.572230
182 -0.896667 0.555688
183 -0.874494 1.439867
184 -0.843709 1.869872
185 -0.791122 1.503685
186 -0.776951 0.305917
187 -0.718413 -1.021258
188 -0.700781 -1.748691
189 -0.646285 -1.582330
190 -0.598256 -0.686759
191 -0.518206 0.481681
192 -0.481032 1.385122
193 -0.441426 1.577463
194 -0.363817 1.000604
195 -0.333892 0.114716
196 -0.267111 -0.517055
197 -0.203327 -0.601433
198 -0.124848 -0.247560
199 -0.046222 0.128295
200 0.004883 0.171377
201 0.070032 -0.080026
202 0.125524 -0.358575
203 0.169784 -0.461960
204 0.258961 -0.323476
205 0.300523 -0.004169
206 0.374177 0.363715
207 0.420162 0.696142
208 0.474477 0.949857
209 0.533072 0.943820
210 0.598624 0.439603
211 0.623973 -0.410779
212 0.680614 -1.046533
213 0.725426 -0.927302
214 0.749260 0.132568
215 0.816022 1.691291
216 0.853466 2.248222
217 0.871874 0.682146
218 0.887510 -1.677564
219 0.961594 -3.702483
220 0.937669 -4.637411
221 0.957104 -3.504453
222 0.989290 4.510934
223 0.972079 4.510934
224 1.009004 4.510934
225 0.994514 -7.775686
226 1.003188 -0.170110
227 1.001046 2.672314
228 0.974286 1.542259
229 0.963681 0.352225
230 0.968515 -0.007553
231 0.930587 -0.004015
232 0.896453 -0.144949
233 0.865529 -0.391830
234 0.839085 -0.362713
235 0.808411 0.104104
236 0.760648 0.731428
237 0.749857 0.965518
238 0.686187 0.580500
239 0.623920 -0.011947
240 0.588951 -0.391221
241 0.544437 -0.522722
242 0.475697 -0.538995
243 0.417512 -0.415375
244 0.364026 -0.051303
245 0.291953 0.430146
246 0.254856 0.685846
247 0.177297 0.521321
248 0.124485 0.111967
249 0.074426 -0.234943
250 0.004347 -0.342496
251 -0.059178 -0.265087
252 -0.137411 -0.237965
253 -0.184168 -0.381424
254 -0.258583 -0.466607
255 -0.302712 -0.178392
256 -0.378373 0.477126
257 -0.399962 1.053074
258 -0.479992 0.989599
259 -0.527424 0.300153
260 -0.575118 -0.463552
261 -0.644928 -0.829269
262 -0.675244 -0.700066
263 -0.724276 -0.391515
264 -0.764029 -0.289970
265 -0.816047 -0.293800
266 -0.856318 0.064682
267 -0.883365 1.024905
268 -0.912162 2.341751
269 -0.943461 3.172022
270 -0.942736 2.344330
271 -0.955067 0.048082
272 -0.987702 -3.204519
273 -0.996529 -7.844160
274 -0.997132 -7.844160
275 -1.016356 3.416618
276 -0.995002 -2.905491
277 -1.004976 -3.385926
278 -0.973671 -2.600845
279 -0.976429 -1.189991
280 -0.939613 0.468670
281 -0.920938 1.755470
