50 -163.876039 5.403963 -685.596702 30.325159
51 -215.272909 5.374357 -1342.909170 40.055565
52 -243.256854 5.323431 -1998.965511 45.695499
53 -228.682546 5.248551 -2639.532766 43.570603
54 -187.870913 5.151028 -3283.572740 36.472509
55 -152.588436 5.034668 -3913.943360 30.307547
56 -147.573306 4.902787 -4529.687968 30.099879
57 -175.188088 4.755865 -5129.551029 36.836223
58 -210.708987 4.591353 -5696.803068 45.892567
59 -222.463548 4.405981 -6245.935422 50.491262
60 -202.995328 4.198636 -6780.110580 48.347922
61 -171.819316 3.971088 -7281.058352 43.267563
62 -148.842263 3.726282 -7742.290961 39.943910
63 -137.118330 3.466493 -8192.609049 39.555345
64 -130.215992 3.192954 -8601.785006 40.782294
65 -123.558988 2.906392 -8957.243547 42.512841
66 -114.071897 2.607496 -9295.811038 43.747674
67 -95.984085 2.297265 -9601.500588 41.781890
68 -65.562210 1.977544 -9851.917965 33.153346
69 -30.521710 1.651310 -10067.421834 18.483331
70 -7.077250 1.321923 -10256.073907 5.353754
71 -2.990019 0.991658 -10390.950296 3.015170
72 -9.100887 0.661008 -10490.703350 13.768196
73 -12.638524 0.329475 -10554.769291 38.359552
74 -12.273066 -0.003286 -10564.702320 -3735.304122
75 -12.684435 -0.337285 -10553.180555 -37.607488
76 -10.777156 -0.672536 -10499.557280 -16.024646
77 2.455719 -1.008767 -10395.474839 2.434376
78 28.855113 -1.344638 -10244.778705 21.459391
79 59.893865 -1.677584 -10052.701523 35.702447
80 86.167105 -2.004585 -9825.915854 42.985019
81 105.586918 -2.323028 -9556.583611 45.452278
82 122.341527 -2.630935 -9264.007378 46.501160
83 140.434952 -2.926594 -8929.030018 47.985798
84 158.646691 -3.208206 -8550.714727 49.450280
85 170.095829 -3.474009 -8134.754004 48.962402
86 166.908343 -3.722928 -7692.591496 44.832545
87 149.853680 -3.955279 -7224.037543 37.887005
88 134.134305 -4.172635 -6715.165186 32.146187
89 136.487459 -4.376417 -6194.228594 31.187033
90 153.784382 -4.566417 -5648.938977 33.677251
91 167.800778 -4.741074 -5077.017611 35.392986
92 174.809867 -4.899021 -4481.827028 35.682613
93 191.493124 -5.039400 -3875.582453 37.999190
94 223.348225 -5.160488 -3246.699718 43.280443
95 246.705455 -5.259312 -2620.046929 46.908315
96 237.327641 -5.333755 -1972.715544 44.495411
97 206.815699 -5.384656 -1316.013405 38.408339
98 193.887943 -5.414719 -646.407658 35.807571
99 217.526207 -5.425066 14.027919 40.096508
100 250.896578 -5.413571 671.664702 46.345852
101 251.069999 -5.377280 1336.407283 46.690890
102 209.020686 -5.316255 2004.153640 39.317277
103 159.723424 -5.234391 2657.104664 30.514232
104 143.587604 -5.136261 3285.048767 27.955666
105 166.985409 -5.023428 3908.100577 33.241329
106 202.661088 -4.893792 4522.978270 41.411872
107 219.741158 -4.744055 5113.540387 46.319269
108 207.106645 -4.572601 5693.534158 45.292965
109 174.524264 -4.380606 6226.091413 39.840209
110 141.739787 -4.171160 6747.678381 33.980903
111 126.922387 -3.947385 7243.242779 32.153536
112 135.617184 -3.710713 7712.546689 36.547477
113 153.673578 -3.460395 8150.634670 44.409254
114 157.594007 -3.194836 8561.297370 49.327724
115 139.915176 -2.913710 8934.156391 48.019591
116 117.456594 -2.618632 9271.743355 44.854175
117 106.626941 -2.311699 9566.119043 46.124921
118 99.167108 -1.994069 9834.168462 49.731043
119 74.211188 -1.666677 10064.105039 44.526430
120 31.639541 -1.332026 10252.063191 23.752945
121 -0.859135 -0.994124 10392.933727 -0.864214
122 -2.515186 -0.656032 10488.363553 -3.833941
123 9.655404 -0.318067 10552.478806 30.356534
124 2.545543 0.020686 10570.065669 -123.053502
125 -24.959274 0.359506 10549.878027 69.426500
126 -39.989339 0.695943 10482.203276 57.460622
127 -27.452425 1.028635 10368.215694 26.688209
128 -18.076856 1.358557 10218.441726 13.305920
129 -46.691740 1.686331 10037.103965 27.688359
130 -100.070967 2.009212 9822.924584 49.806083
131 -130.448860 2.322290 9552.649857 56.172504
132 -116.268263 2.622721 9261.985680 44.331154
133 -88.381215 2.911646 8925.319235 30.354384
134 -90.797417 3.191461 8550.217501 28.450111
135 -130.031198 3.461870 8138.920852 37.560968
136 -172.896841 3.719247 7703.034873 46.487056
137 -186.078098 3.959597 7229.639215 46.994204
138 -168.070700 4.181611 6745.914673 40.192807
139 -144.554876 4.386864 6221.161969 32.951757
140 -140.750860 4.577487 5667.833012 30.748497
141 -162.778647 4.753813 5102.140581 34.241699
142 -200.217947 4.913731 4512.096786 40.746627
143 -235.745791 5.053642 3897.086240 46.648695
144 -252.496351 5.170139 3281.139557 48.837440
145 -243.288339 5.261611 2639.313328 46.238379
146 -217.499274 5.328896 1994.003752 40.815069
147 -194.840134 5.374403 1341.933986 36.253352
148 -188.442926 5.400282 690.144025 34.895017
149 -193.104997 5.407219 18.065763 35.712445
150 -193.011753 5.394890 -650.940356 35.776776
151 -182.449726 5.363355 -1305.880126 34.017833
152 -173.254879 5.313566 -1951.596329 32.606141
153 -180.282350 5.246310 -2603.643062 34.363649
154 -205.846320 5.160864 -3251.809482 39.886019
155 -236.413118 5.054787 -3881.103834 46.770144
156 -248.142981 4.925228 -4498.323963 50.382031
157 -223.220455 4.771172 -5082.328239 46.785245
158 -170.461210 4.595039 -5650.507293 37.096796
159 -123.952206 4.401805 -6205.334472 28.159405
160 -113.274977 4.195863 -6741.607193 26.996827
161 -137.412616 3.978291 -7230.864469 34.540617
162 -169.468801 3.746912 -7700.986018 45.228928
163 -181.585402 3.498761 -8137.990691 51.899923
164 -164.208838 3.232706 -8564.634951 50.796090
165 -129.351744 2.950382 -8945.584078 43.842372
166 -100.184748 2.655071 -9293.798846 37.733354
167 -91.243695 2.349563 -9587.043573 38.834332
168 -94.187423 2.034824 -9856.862957 46.287747
169 -87.769138 1.710751 -10075.504940 51.304457
170 -62.215243 1.378070 -10250.011203 45.146661
171 -27.843494 1.039244 -10394.094664 26.792076
172 -2.592762 0.697554 -10505.592085 3.716934
173 2.861739 0.355433 -10574.420675 -8.051415
174 -7.026641 0.013464 -10601.950814 521.879534
175 -14.167763 -0.329185 -10580.411031 -43.038960
176 -0.807711 -0.673072 -10517.901332 -1.200036
177 35.377039 -1.016842 -10423.794499 34.791076
178 80.622355 -1.356997 -10283.855668 59.412327
179 114.970804 -1.689183 -10103.992117 68.062981
180 123.920206 -2.010090 -9881.064766 61.649082
181 108.976523 -2.318812 -9621.363402 46.996713
182 85.838900 -2.616702 -9306.306951 32.804230
183 68.167196 -2.905959 -8965.464991 23.457730
184 62.099692 -3.188305 -8590.922213 19.477336
185 79.136087 -3.464252 -8181.314749 22.843627
