0 0.000000 0.000000 9.160000 
1 0.000000 0.000000 9.770000 
2 0.000000 0.000000 8.780000 
3 0.000000 0.000000 9.080000 
4 0.000000 0.000000 10.840000 
5 0.000000 0.000000 10.840000 
6 0.000000 0.000000 7.020000 
7 0.000000 0.000000 4.120000 
8 0.000000 0.000000 3.890000 
9 0.000000 0.000000 3.130000 
10 0.000000 0.000000 1.150000 
11 0.000000 0.000000 0.230000 
12 0.000000 0.000000 -1.910000 
13 40.847616 0.408254 -5.420000 
14 46.157547 0.865526 -5.190000 
15 46.291026 1.319599 -1.530000 
16 46.310852 1.769371 -5.270000 
17 46.311639 2.214700 -9.770000 
18 46.311646 2.655624 -8.400000 
19 46.311646 3.092192 -8.320000 
20 46.311646 3.524450 -9.770000 
21 41.820476 3.907543 -11.220000 
22 54.597493 4.414608 -12.210000 
23 21.386139 4.584599 -13.510000 
24 21.386139 4.752917 -13.440000 
25 21.386139 4.919580 -11.370000 
26 33.424072 5.204999 -13.820000 
27 22.711175 5.380463 -19.540000 
28 22.711175 5.554204 -21.760000 
29 22.711175 5.726241 -23.510000 
30 8.531100 5.754719 -23.820000 
31 18.228124 5.879947 -24.580000 
32 19.682438 6.018502 -26.260000 
33 19.682438 6.155701 -27.180000 
34 19.682438 6.291557 -28.240000 
35 19.682438 6.426085 -26.490000 
36 12.718454 6.489576 -29.310000 
37 21.333714 6.638711 -33.510000 
38 17.024080 6.743233 -35.040000 
39 6.895497 6.745291 -35.650000 
40 6.895497 6.747330 -34.580000 
41 7.689068 6.757298 -34.200000 
42 11.134445 6.801690 -35.500000 
43 11.134445 6.845649 -34.200000 
44 11.134445 6.889180 -30.460000 
45 11.134445 6.932286 -25.270000 
46 13.482033 6.998508 -26.030000 
47 17.902914 7.108412 -28.850000 
48 14.343449 7.181551 -26.640000 
49 5.826398 7.168556 -24.500000 
50 8.358287 7.181085 -23.280000 
51 17.620973 7.286421 -21.910000 
52 18.651800 7.401077 -21.070000 
53 18.651800 7.514618 -20.380000 
54 18.651800 7.627056 -19.850000 
55 18.651800 7.738401 -18.780000 
56 15.772308 7.819754 -20.760000 
57 16.426163 7.906882 -21.830000 
58 3.653873 7.864881 -20.610000 
59 3.653873 7.823287 -17.940000 
60 3.653873 7.782097 -16.790000 
61 3.653873 7.741306 -16.410000 
62 3.653873 7.700911 -16.490000 
63 3.653873 7.660908 -16.490000 
64 3.653873 7.621293 -16.110000 
65 11.391931 7.659872 -12.210000 
66 21.613595 7.800877 -10.920000 
67 17.915988 7.903322 -12.060000 
68 17.915988 8.004772 -8.630000 
69 17.915988 8.105238 -5.500000 
70 17.915988 8.204730 -6.720000 
71 10.263134 8.226225 -9.770000 
72 20.842192 8.354016 -10.920000 
73 18.910964 8.461122 -11.070000 
74 18.910964 8.567188 -11.450000 
75 18.910964 8.672227 -10.990000 
76 18.763033 8.774756 -14.120000 
77 18.763033 8.876291 -18.550000 
78 18.763033 8.976841 -17.790000 
79 18.763033 9.076416 -17.790000 
80 9.755540 9.084217 -16.870000 
81 23.018918 9.225679 -17.790000 
82 12.774281 9.262453 -19.310000 
83 12.774281 9.298870 -20.380000 
84 12.774281 9.334933 -20.310000 
85 12.774281 9.370647 -17.400000 
86 25.149260 9.530898 -20.230000 
87 22.435048 9.662200 -25.340000 
88 5.468260 9.620945 -25.730000 
89 5.468260 9.580090 -23.890000 
90 5.468260 9.539630 -23.210000 
91 12.392833 9.569503 -22.370000 
92 17.553504 9.651219 -22.440000 
93 17.553504 9.732142 -24.120000 
94 17.553504 9.812279 -20.150000 
95 17.553504 9.891639 -15.800000 
96 21.440883 10.009525 -21.070000 
97 23.454828 10.146628 -25.650000 
98 13.304681 10.179760 -23.280000 
99 13.304681 10.212571 -21.220000 
100 13.304681 10.245062 -20.920000 
101 14.516450 10.289497 -19.470000 
102 19.029891 10.379171 -18.700000 
103 19.029891 10.467973 -19.390000 
104 19.029891 10.555913 -20.310000 
105 19.029891 10.642998 -18.400000 
106 26.205888 10.801897 -20.690000 
107 22.276290 10.919456 -23.970000 
108 6.282860 10.873882 -22.980000 
109 6.282860 10.828750 -22.600000 
110 6.282860 10.784056 -21.450000 
111 6.282860 10.739796 -20.920000 
112 6.282860 10.695965 -21.910000 
