1,-1.082015
2,-2.739864
3,-4.017441
4,-4.993679
5,-6.570822
6,-8.910932
7,-10.896297
8,-11.258881
9,-9.802944
10,-7.718007
11,-5.746917
12,-3.468957
13,-0.826995
14,2.025725
15,4.352264
16,5.957917
17,7.045251
18,8.134166
19,8.735311
20,8.501167
21,7.641064
22,6.257871
23,4.740045
24,3.951749
25,4.075667
26,4.559204
27,4.713073
28,4.584990
29,4.737334
30,5.181755
31,5.515223
32,6.271193
33,7.838674
34,9.247629
35,9.416004
36,7.711477
37,4.235362
38,0.108542
39,-2.918108
40,-3.752342
41,-3.097707
42,-2.190099
43,-1.637229
44,-0.815961
45,0.812960
46,2.844250
47,3.965115
48,3.589575
49,2.229492
50,0.658140
51,-0.745047
52,-1.707747
53,-2.246589
54,-2.621853
55,-2.532718
56,-2.241858
57,-2.109325
58,-2.417433
59,-2.989592
60,-3.960732
61,-5.382537
62,-6.428615
63,-6.330837
64,-5.316774
65,-4.136848
66,-2.960815
67,-2.136570
68,-1.869129
69,-1.975034
70,-2.074678
71,-1.660355
72,-0.705996
73,0.634159
74,2.393755
75,4.406863
76,6.225691
77,7.005522
78,6.309109
79,5.145789
80,5.057986
81,5.756307
82,5.999356
83,5.428287
84,4.458172
85,3.686540
86,3.327469
87,3.779966
88,4.920784
89,6.426966
90,8.126371
91,9.584179
92,10.240735
93,9.343656
94,7.361142
95,5.128884
96,4.035337
97,4.445987
98,5.980238
99,7.056843
100,6.714932
101,4.596147
102,1.445334
103,-1.076996
104,-2.161204
105,-1.610042
106,-0.649248
107,-0.394464
108,-1.161485
109,-2.099566
110,-2.624654
111,-2.827026
112,-3.233838
113,-3.833004
114,-4.462610
115,-4.565736
116,-3.928877
117,-2.699277
118,-1.457688
119,-0.656442
120,-0.325961
121,-0.664227
122,-1.565842
123,-2.762283
124,-4.038534
125,-4.872393
126,-5.017155
127,-4.504151
128,-3.805072
129,-2.432249
130,-0.350242
131,1.326416
132,1.887802
133,1.710338
134,1.966763
135,3.280635
136,5.241313
137,6.662684
138,6.908604
139,6.076788
140,4.353265
141,1.790749
142,-1.043675
143,-2.779062
144,-2.181965
145,0.891990
146,5.440174
147,9.352536
148,10.455592
149,8.689608
150,6.087142
151,4.438276
152,3.310285
153,1.609177
154,-0.932248
155,-3.464563
156,-5.414368
157,-6.524426
158,-6.787928
159,-6.094970
160,-5.094851
161,-4.285580
162,-3.966366
163,-3.299079
164,-2.313704
165,-1.311312
166,-0.735123
167,-0.334129
168,0.052568
169,0.623399
170,1.085213
171,0.879925
172,0.103427
173,-0.900023
174,-1.928831
175,-2.821548
176,-3.087551
177,-2.688620
178,-1.805196
179,-0.701142
180,1.212664
181,4.010666
182,6.436264
183,7.777584
184,8.249267
185,8.194398
186,7.785237
187,7.249723
188,6.680006
189,6.209831
190,5.917993
191,5.492866
192,4.377800
193,2.971119
194,1.713460
195,1.188767
196,1.541887
197,2.391618
198,2.965302
199,2.865272
